OID_,ss,year,sample,occupied,region_x,wetland_x,data_set,site,station,latit,longit,mineable,lapr,mclelland,region_y,wetland_y,UID,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area
124,Y:298@24:NE,2013,4,0,west,NA,Y,0,NE,57.461385000000000,-111.392399999999995,1,1,west,west,McClelland Lake Fen - West,Y:298@24:NE-2013,250.000000000000000,8311,1570.796326789999966,196349.540849000011804
125,Y:344@25:NE,2016,1,NA,east,NA,Y,0,NE,57.368035999999996,-111.093109999999996,1,1,east,east,McClelland Lake Fen - East,Y:344@25:NE-2016,250.000000000000000,11558,1570.796326789999966,196349.540849000011804
126,Y:297@24:SW,2015,4,1,west,NA,Y,0,SW,57.448524999999997,-111.432630000000003,1,1,west,west,McClelland Lake Fen - West,Y:297@24:SW-2015,250.000000000000000,8241,1570.796326789999966,196349.540849000011804
127,Y:201@1:SW,2018,1,NA,unmineable,Marguerite Lake Wetlands,Y,0,SW,54.638064999999997,-110.723550000000003,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:201@1:SW-2018,250.000000000000000,2596,1570.796326789999966,196349.540849000011804
128,Y:280@21:CT,2015,1,NA,unmineable,Northwest of Janvier,Y,0,CT,56.010440000000003,-110.797899999999998,0,1,NA,unmineable,Northwest of Janvier,Y:280@21:CT-2015,250.000000000000000,6658,1570.796326789999966,196349.540849000011804
129,Y:261@7:SW,2017,2,1,east,NA,Y,0,SW,57.461610999999998,-111.194940000000003,1,1,east,east,McClelland Lake Fen - East,Y:261@7:SW-2017,250.000000000000000,5438,1570.796326789999966,196349.540849000011804
130,Y:341@25:NW,2013,1,NA,east,NA,Y,0,NW,57.426374000000003,-111.230390000000000,1,1,east,east,McClelland Lake Fen - East,Y:341@25:NW-2013,250.000000000000000,11148,1570.796326789999966,196349.540849000011804
131,Y:329@30:NE,2019,1,NA,unmineable,NA,Y,0,NE,55.863523000000001,-110.681659999999994,0,1,NA,unmineable,NA,Y:329@30:NE-2019,250.000000000000000,10577,1570.796326789999966,196349.540849000011804
132,Y:308@26:CT,2013,3,0,unmineable,NA,Y,0,CT,55.612808999999999,-110.804379999999995,0,1,NA,unmineable,NA,Y:308@26:CT-2013,250.000000000000000,9383,1570.796326789999966,196349.540849000011804
133,Y:323@25:SW,2017,1,0,east,NA,Y,0,SW,57.438079999999999,-111.209450000000004,1,1,east,east,McClelland Lake Fen - East,Y:323@25:SW-2017,250.000000000000000,10244,1570.796326789999966,196349.540849000011804
134,Y:216@5:NW,2013,4,0,unmineable,Southern Cold Lake,Y,0,NW,54.439915999999997,-110.068820000000002,0,1,NA,unmineable,Southern Cold Lake,Y:216@5:NW-2013,250.000000000000000,2960,1570.796326789999966,196349.540849000011804
135,Y:248@13:NE,2017,1,0,unmineable,West of Touchwood PRA,Y,0,NE,54.868679999999998,-111.604839999999996,0,1,NA,unmineable,West of Touchwood PRA,Y:248@13:NE-2017,250.000000000000000,4759,1570.796326789999966,196349.540849000011804
136,Y:346@25:SW,2013,1,NA,east,NA,Y,0,SW,57.287396999999999,-111.221350000000001,1,1,east,east,McClelland Lake Fen - East,Y:346@25:SW-2013,250.000000000000000,11677,1570.796326789999966,196349.540849000011804
137,Y:257@15:CT,2016,1,1,unmineable,Grazing Lease 820577,Y,0,CT,55.157235000000000,-111.677409999999995,0,1,NA,unmineable,Grazing Lease 820577,Y:257@15:CT-2016,250.000000000000000,4980,1570.796326789999966,196349.540849000011804
138,Y:274@19:NW,2014,2,NA,unmineable,NA,Y,0,NW,55.741607999999999,-111.116889999999998,0,1,NA,unmineable,NA,Y:274@19:NW-2014,250.000000000000000,6293,1570.796326789999966,196349.540849000011804
139,AM:423:SE,2013,4,NA,unmineable,NA,AM,423,SE,55.813496999999998,-110.573350000000005,0,1,NA,unmineable,NA,AM:423:SE-2013,250.000000000000000,777,1570.796326789999966,196349.540849000011804
140,Y:317@27:CT,2013,1,NA,unmineable,NA,Y,0,CT,56.247909999999997,-110.983649999999997,0,1,NA,unmineable,NA,Y:317@27:CT-2013,250.000000000000000,9672,1570.796326789999966,196349.540849000011804
141,Y:248@13:CT,2019,4,NA,unmineable,West of Touchwood PRA,Y,0,CT,54.865996000000003,-111.609340000000003,0,1,NA,unmineable,West of Touchwood PRA,Y:248@13:CT-2019,250.000000000000000,4722,1570.796326789999966,196349.540849000011804
142,Y:217@5:NW,2014,1,NA,unmineable,Southern Cold Lake,Y,0,NW,54.440102000000003,-110.092010000000002,0,1,NA,unmineable,Southern Cold Lake,Y:217@5:NW-2014,250.000000000000000,3105,1570.796326789999966,196349.540849000011804
143,Y:224@7:SE,2017,3,NA,west,NA,Y,0,SE,57.518638000000003,-111.309700000000007,1,1,west,west,McClelland Lake Fen - West,Y:224@7:SE-2017,250.000000000000000,3533,1570.796326789999966,196349.540849000011804
144,Y:223@6:CT,2018,1,NA,unmineable,NA,Y,0,CT,54.531148999999999,-111.232429999999994,0,1,NA,unmineable,NA,Y:223@6:CT-2018,250.000000000000000,3310,1570.796326789999966,196349.540849000011804
145,Y:295@24:SW,2018,2,0,west,NA,Y,0,SW,57.431410000000000,-111.505610000000004,1,1,west,west,McClelland Lake Fen - West,Y:295@24:SW-2018,250.000000000000000,7974,1570.796326789999966,196349.540849000011804
146,Y:234@24:D,2019,3,NA,west,NA,Y,0,D,57.423524000000000,-111.535700000000006,1,1,west,west,McClelland Lake Fen - West,Y:234@24:D-2019,250.000000000000000,3835,1570.796326789999966,196349.540849000011804
147,Y:352@23:CT,2016,2,0,east,NA,Y,0,CT,57.328916000000000,-111.321420000000003,1,1,east,east,McClelland Lake Fen - East,Y:352@23:CT-2016,250.000000000000000,11866,1570.796326789999966,196349.540849000011804
148,Y:421@58:C,2018,4,0,unmineable,NA,Y,0,C,54.748556999999998,-112.367040000000003,0,1,NA,unmineable,NA,Y:421@58:C-2018,250.000000000000000,13121,1570.796326789999966,196349.540849000011804
149,Y:467@53:B,2014,4,NA,unmineable,NA,Y,0,B,56.028902000000002,-113.314149999999998,0,1,NA,unmineable,NA,Y:467@53:B-2014,250.000000000000000,13654,1570.796326789999966,196349.540849000011804
150,Y:352@23:CT,2013,2,NA,east,NA,Y,0,CT,57.328916000000000,-111.321420000000003,1,1,east,east,McClelland Lake Fen - East,Y:352@23:CT-2013,250.000000000000000,11848,1570.796326789999966,196349.540849000011804
151,AM:401:NE,2015,2,0,unmineable,NA,AM,401,NE,54.662427000000001,-110.703739999999996,0,1,NA,unmineable,NA,AM:401:NE-2015,250.000000000000000,46,1570.796326789999966,196349.540849000011804
152,Y:248@13:SW,2018,1,0,unmineable,West of Touchwood PRA,Y,0,SW,54.863377000000000,-111.614000000000004,0,1,NA,unmineable,West of Touchwood PRA,Y:248@13:SW-2018,250.000000000000000,4832,1570.796326789999966,196349.540849000011804
153,Y:331@31:CT,2013,2,0,unmineable,NA,Y,0,CT,55.915868000000003,-110.548730000000006,0,1,NA,unmineable,NA,Y:331@31:CT-2013,250.000000000000000,10812,1570.796326789999966,196349.540849000011804
154,Y:458@50:NE,2016,2,0,unmineable,NA,Y,0,NE,55.675880999999997,-110.884540000000001,0,1,NA,unmineable,NA,Y:458@50:NE-2016,250.000000000000000,13233,1570.796326789999966,196349.540849000011804
155,AM:433:SE,2018,2,NA,unmineable,NA,AM,433,SE,56.204552999999997,-110.734049999999996,0,1,NA,unmineable,NA,AM:433:SE-2018,250.000000000000000,1599,1570.796326789999966,196349.540849000011804
156,AM:427:NW,2014,4,0,unmineable,NA,AM,427,NW,56.226754000000000,-110.851879999999994,0,1,NA,unmineable,NA,AM:427:NW-2014,250.000000000000000,1314,1570.796326789999966,196349.540849000011804
157,Y:260@7:NE,2018,2,0,east,NA,Y,0,NE,57.478256999999999,-111.182500000000005,1,1,east,east,McClelland Lake Fen - East,Y:260@7:NE-2018,250.000000000000000,5239,1570.796326789999966,196349.540849000011804
158,Y:288@23:NW,2015,2,0,east,NA,Y,0,NW,57.317486000000002,-111.362430000000003,1,1,east,east,McClelland Lake Fen - East,Y:288@23:NW-2015,250.000000000000000,7216,1570.796326789999966,196349.540849000011804
159,Y:421@58:A,2015,3,0,unmineable,NA,Y,0,A,54.749330999999998,-112.356549999999999,0,1,NA,unmineable,NA,Y:421@58:A-2015,250.000000000000000,13072,1570.796326789999966,196349.540849000011804
160,Y:243@24:B,2013,4,NA,west,NA,Y,0,B,57.454659999999997,-111.413929999999993,1,1,west,west,McClelland Lake Fen - West,Y:243@24:B-2013,250.000000000000000,4544,1570.796326789999966,196349.540849000011804
161,Y:293@23:SE,2014,2,0,east,NA,Y,0,SE,57.327953000000001,-111.339399999999998,1,1,east,east,McClelland Lake Fen - East,Y:293@23:SE-2014,250.000000000000000,7646,1570.796326789999966,196349.540849000011804
162,RS:27:J,2018,1,0,east,NA,RS,27,J,57.311919000000003,-111.211510000000004,1,1,east,east,McClelland Lake Fen - East,RS:27:J-2018,250.000000000000000,2341,1570.796326789999966,196349.540849000011804
163,Y:324@25:SE,2016,4,NA,east,NA,Y,0,SE,57.427110999999996,-111.186930000000004,1,1,east,east,McClelland Lake Fen - East,Y:324@25:SE-2016,250.000000000000000,10357,1570.796326789999966,196349.540849000011804
164,Y:257@15:SE,2013,1,1,unmineable,Grazing Lease 820577,Y,0,SE,55.154682999999999,-111.672389999999993,0,1,NA,unmineable,Grazing Lease 820577,Y:257@15:SE-2013,250.000000000000000,5050,1570.796326789999966,196349.540849000011804
165,Y:229@8:NW,2015,4,NA,mineable,NA,Y,0,NW,57.590026999999999,-111.451819999999998,1,1,NA,mineable,NA,Y:229@8:NW-2015,250.000000000000000,3646,1570.796326789999966,196349.540849000011804
166,Y:268@23:B,2016,1,NA,east,NA,Y,0,B,57.345086999999999,-111.283460000000005,1,1,east,east,McClelland Lake Fen - East,Y:268@23:B-2016,250.000000000000000,5996,1570.796326789999966,196349.540849000011804
167,Y:372@16:E,2017,2,0,unmineable,NA,Y,0,E,54.539774000000001,-111.124499999999998,0,1,NA,unmineable,NA,Y:372@16:E-2017,250.000000000000000,12154,1570.796326789999966,196349.540849000011804
168,Y:302@25:CT,2014,3,NA,east,NA,Y,0,CT,57.410525000000000,-111.191760000000002,1,1,east,east,McClelland Lake Fen - East,Y:302@25:CT-2014,250.000000000000000,8835,1570.796326789999966,196349.540849000011804
169,Y:305@25:NW,2017,4,NA,east,NA,Y,0,NW,57.398358000000002,-111.219430000000003,1,1,east,east,McClelland Lake Fen - East,Y:305@25:NW-2017,250.000000000000000,9361,1570.796326789999966,196349.540849000011804
170,Y:341@25:SE,2015,4,0,east,NA,Y,0,SE,57.421712999999997,-111.221720000000005,1,1,east,east,McClelland Lake Fen - East,Y:341@25:SE-2015,250.000000000000000,11184,1570.796326789999966,196349.540849000011804
171,Y:463@50:C,2015,2,0,unmineable,NA,Y,0,C,55.693708000000001,-110.894189999999995,0,1,NA,unmineable,NA,Y:463@50:C-2015,250.000000000000000,13398,1570.796326789999966,196349.540849000011804
172,Y:397@37:A,2016,3,0,unmineable,NA,Y,0,A,55.042442999999999,-112.106470000000002,0,1,NA,unmineable,NA,Y:397@37:A-2016,250.000000000000000,12484,1570.796326789999966,196349.540849000011804
173,Y:463@50:B,2018,1,NA,unmineable,NA,Y,0,B,55.698391000000001,-110.896490000000000,0,1,NA,unmineable,NA,Y:463@50:B-2018,250.000000000000000,13372,1570.796326789999966,196349.540849000011804
174,Y:229@8:SW,2019,3,NA,mineable,NA,Y,0,SW,57.584727999999998,-111.451480000000004,1,1,NA,mineable,NA,Y:229@8:SW-2019,250.000000000000000,3721,1570.796326789999966,196349.540849000011804
175,Y:296@24:NW,2014,3,0,west,NA,Y,0,NW,57.441296000000001,-111.456410000000005,1,1,west,west,McClelland Lake Fen - West,Y:296@24:NW-2014,250.000000000000000,8049,1570.796326789999966,196349.540849000011804
176,Y:352@23:CT,2015,2,0,east,NA,Y,0,CT,57.328916000000000,-111.321420000000003,1,1,east,east,McClelland Lake Fen - East,Y:352@23:CT-2015,250.000000000000000,11851,1570.796326789999966,196349.540849000011804
177,RS:26:V,2014,1,NA,east,NA,RS,26,V,57.463780999999997,-111.166290000000004,1,1,east,east,McClelland Lake Fen - East,RS:26:V-2014,250.000000000000000,2110,1570.796326789999966,196349.540849000011804
178,Y:224@7:CT,2014,4,NA,west,NA,Y,0,CT,57.521310999999997,-111.314850000000007,1,1,west,west,McClelland Lake Fen - West,Y:224@7:CT-2014,250.000000000000000,3463,1570.796326789999966,196349.540849000011804
179,Y:236@10:SW,2014,4,NA,mineable,NA,Y,0,SW,57.641938000000003,-111.212620000000001,1,1,NA,mineable,NA,Y:236@10:SW-2014,250.000000000000000,4022,1570.796326789999966,196349.540849000011804
180,Y:313@27:SW,2017,4,0,unmineable,NA,Y,0,SW,56.274428000000000,-110.861609999999999,0,1,NA,unmineable,NA,Y:313@27:SW-2017,250.000000000000000,9637,1570.796326789999966,196349.540849000011804
181,Y:353@24:I,2016,3,NA,west,NA,Y,0,I,57.505172999999999,-111.357159999999993,1,1,west,west,McClelland Lake Fen - West,Y:353@24:I-2016,250.000000000000000,11988,1570.796326789999966,196349.540849000011804
182,Y:268@23:C,2017,4,NA,east,NA,Y,0,C,57.348391999999997,-111.287940000000006,1,1,east,east,McClelland Lake Fen - East,Y:268@23:C-2017,250.000000000000000,6032,1570.796326789999966,196349.540849000011804
183,Y:352@23:CT,2019,3,0,east,NA,Y,0,CT,57.328916000000000,-111.321420000000003,1,1,east,east,McClelland Lake Fen - East,Y:352@23:CT-2019,250.000000000000000,11861,1570.796326789999966,196349.540849000011804
184,Y:290@23:CT,2016,1,NA,east,NA,Y,0,CT,57.342613000000000,-111.342810000000000,1,1,east,east,McClelland Lake Fen - East,Y:290@23:CT-2016,250.000000000000000,7290,1570.796326789999966,196349.540849000011804
185,Y:323@25:NE,2017,4,1,east,NA,Y,0,NE,57.440928000000000,-111.197760000000002,1,1,east,east,McClelland Lake Fen - East,Y:323@25:NE-2017,250.000000000000000,10149,1570.796326789999966,196349.540849000011804
186,Y:323@25:CT,2016,4,NA,east,NA,Y,0,CT,57.439185000000002,-111.203460000000007,1,1,east,east,McClelland Lake Fen - East,Y:323@25:CT-2016,250.000000000000000,10115,1570.796326789999966,196349.540849000011804
187,Y:313@27:NW,2014,1,NA,unmineable,NA,Y,0,NW,56.279819000000003,-110.861590000000007,0,1,NA,unmineable,NA,Y:313@27:NW-2014,250.000000000000000,9600,1570.796326789999966,196349.540849000011804
188,AM:441:SE,2013,4,NA,unmineable,NA,AM,441,SE,55.156629000000002,-111.766120000000001,0,1,NA,unmineable,NA,AM:441:SE-2013,250.000000000000000,1756,1570.796326789999966,196349.540849000011804
189,Y:317@27:NE,2014,1,NA,unmineable,NA,Y,0,NE,56.250605000000000,-110.978809999999996,0,1,NA,unmineable,NA,Y:317@27:NE-2014,250.000000000000000,9708,1570.796326789999966,196349.540849000011804
190,AM:442:NE,2018,2,0,unmineable,NA,AM,442,NE,55.088366999999998,-111.753159999999994,0,1,NA,unmineable,NA,AM:442:NE-2018,250.000000000000000,1844,1570.796326789999966,196349.540849000011804
191,AM:425:SW,2019,2,NA,unmineable,NA,AM,425,SW,55.925899999999999,-111.152019999999993,0,1,NA,unmineable,NA,AM:425:SW-2019,250.000000000000000,1080,1570.796326789999966,196349.540849000011804
192,Y:201@1:SW,2017,1,NA,unmineable,Marguerite Lake Wetlands,Y,0,SW,54.638064999999997,-110.723550000000003,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:201@1:SW-2017,250.000000000000000,2597,1570.796326789999966,196349.540849000011804
193,Y:342@25:NE,2016,3,1,east,NA,Y,0,NE,57.408017999999998,-111.199920000000006,1,1,east,east,McClelland Lake Fen - East,Y:342@25:NE-2016,250.000000000000000,11286,1570.796326789999966,196349.540849000011804
194,Y:473@55:CT,2016,1,NA,unmineable,NA,Y,0,CT,55.947189999999999,-113.831170000000000,0,1,NA,unmineable,NA,Y:473@55:CT-2016,250.000000000000000,13770,1570.796326789999966,196349.540849000011804
195,AM:427:SW,2015,4,0,unmineable,NA,AM,427,SW,56.221390000000000,-110.851929999999996,0,1,NA,unmineable,NA,AM:427:SW-2015,250.000000000000000,1352,1570.796326789999966,196349.540849000011804
196,Y:274@19:CT,2013,1,0,unmineable,NA,Y,0,CT,55.736463999999998,-111.110979999999998,0,1,NA,unmineable,NA,Y:274@19:CT-2013,250.000000000000000,6218,1570.796326789999966,196349.540849000011804
197,Y:294@24:SE,2013,2,0,west,NA,Y,0,SE,57.432333999999997,-111.512649999999994,1,1,west,west,McClelland Lake Fen - West,Y:294@24:SE-2013,250.000000000000000,7784,1570.796326789999966,196349.540849000011804
198,Y:317@27:NW,2017,1,0,unmineable,NA,Y,0,NW,56.250605999999998,-110.988489999999999,0,1,NA,unmineable,NA,Y:317@27:NW-2017,250.000000000000000,9736,1570.796326789999966,196349.540849000011804
199,Y:200@1:SW,2017,2,1,unmineable,Marguerite Lake Wetlands,Y,0,SW,54.625931000000001,-110.734859999999998,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:200@1:SW-2017,250.000000000000000,2467,1570.796326789999966,196349.540849000011804
200,Y:201@1:NE,2013,1,0,unmineable,Marguerite Lake Wetlands,Y,0,NE,54.643436000000001,-110.714209999999994,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:201@1:NE-2013,250.000000000000000,2536,1570.796326789999966,196349.540849000011804
201,Y:346@25:SW,2017,2,NA,east,NA,Y,0,SW,57.287396999999999,-111.221350000000001,1,1,east,east,McClelland Lake Fen - East,Y:346@25:SW-2017,250.000000000000000,11703,1570.796326789999966,196349.540849000011804
202,Y:343@25:NW,2017,4,NA,east,NA,Y,0,NW,57.403855999999998,-111.197479999999999,1,1,east,east,McClelland Lake Fen - East,Y:343@25:NW-2017,250.000000000000000,11475,1570.796326789999966,196349.540849000011804
203,Y:350@24:NE,2015,4,0,west,NA,Y,0,NE,57.436776999999999,-111.472099999999998,1,1,west,west,McClelland Lake Fen - West,Y:350@24:NE-2015,250.000000000000000,11734,1570.796326789999966,196349.540849000011804
204,Y:421@58:C,2016,3,0,unmineable,NA,Y,0,C,54.748556999999998,-112.367040000000003,0,1,NA,unmineable,NA,Y:421@58:C-2016,250.000000000000000,13124,1570.796326789999966,196349.540849000011804
205,Y:240@11:SE,2014,1,NA,unmineable,NA,Y,0,SE,57.810887000000001,-111.117480000000000,0,1,NA,unmineable,NA,Y:240@11:SE-2014,250.000000000000000,4355,1570.796326789999966,196349.540849000011804
206,Y:223@6:CT,2016,1,NA,unmineable,NA,Y,0,CT,54.531148999999999,-111.232429999999994,0,1,NA,unmineable,NA,Y:223@6:CT-2016,250.000000000000000,3305,1570.796326789999966,196349.540849000011804
207,AM:441:SE,2018,1,NA,unmineable,NA,AM,441,SE,55.156629000000002,-111.766120000000001,0,1,NA,unmineable,NA,AM:441:SE-2018,250.000000000000000,1743,1570.796326789999966,196349.540849000011804
208,Y:308@26:CT,2016,4,NA,unmineable,NA,Y,0,CT,55.612808999999999,-110.804379999999995,0,1,NA,unmineable,NA,Y:308@26:CT-2016,250.000000000000000,9384,1570.796326789999966,196349.540849000011804
209,Y:317@27:SE,2018,3,NA,unmineable,NA,Y,0,SE,56.245213999999997,-110.978809999999996,0,1,NA,unmineable,NA,Y:317@27:SE-2018,250.000000000000000,9766,1570.796326789999966,196349.540849000011804
210,Y:458@50:SE,2016,2,0,unmineable,NA,Y,0,SE,55.671028999999997,-110.885270000000006,0,1,NA,unmineable,NA,Y:458@50:SE-2016,250.000000000000000,13292,1570.796326789999966,196349.540849000011804
211,Y:416@39:C,2016,1,0,unmineable,NA,Y,0,C,54.948934999999999,-111.769630000000006,0,1,NA,unmineable,NA,Y:416@39:C-2016,250.000000000000000,12966,1570.796326789999966,196349.540849000011804
212,Y:350@24:CT,2015,4,0,west,NA,Y,0,CT,57.434435999999998,-111.477019999999996,1,1,west,west,McClelland Lake Fen - West,Y:350@24:CT-2015,250.000000000000000,11724,1570.796326789999966,196349.540849000011804
213,Y:467@53:C,2017,2,0,unmineable,NA,Y,0,C,56.028835999999998,-113.321979999999996,0,1,NA,unmineable,NA,Y:467@53:C-2017,250.000000000000000,13670,1570.796326789999966,196349.540849000011804
214,Y:302@25:NE,2014,2,0,east,NA,Y,0,NE,57.413207999999997,-111.187259999999995,1,1,east,east,McClelland Lake Fen - East,Y:302@25:NE-2014,250.000000000000000,8877,1570.796326789999966,196349.540849000011804
215,Y:300@25:CT,2014,3,NA,east,NA,Y,0,CT,57.449016000000000,-111.201570000000004,1,1,east,east,McClelland Lake Fen - East,Y:300@25:CT-2014,250.000000000000000,8561,1570.796326789999966,196349.540849000011804
216,AM:403:SW,2018,1,NA,unmineable,NA,AM,403,SW,54.608252999999998,-110.689229999999995,0,1,NA,unmineable,NA,AM:403:SW-2018,250.000000000000000,261,1570.796326789999966,196349.540849000011804
217,RS:26:P,2018,4,0,east,NA,RS,26,P,57.456490000000002,-111.183390000000003,1,1,east,east,McClelland Lake Fen - East,RS:26:P-2018,250.000000000000000,1964,1570.796326789999966,196349.540849000011804
218,Y:397@37:A,2014,4,NA,unmineable,NA,Y,0,A,55.042442999999999,-112.106470000000002,0,1,NA,unmineable,NA,Y:397@37:A-2014,250.000000000000000,12470,1570.796326789999966,196349.540849000011804
219,Y:258@15:NW,2017,1,1,unmineable,Grazing Lease 820577,Y,0,NW,55.145245000000003,-111.688450000000003,0,1,NA,unmineable,Grazing Lease 820577,Y:258@15:NW-2017,250.000000000000000,5171,1570.796326789999966,196349.540849000011804
220,AM:401:NE,2014,3,0,unmineable,NA,AM,401,NE,54.662427000000001,-110.703739999999996,0,1,NA,unmineable,NA,AM:401:NE-2014,250.000000000000000,49,1570.796326789999966,196349.540849000011804
