OID_,ss,year,sample,occupied,region_x,wetland_x,data_set,site,station,latit,longit,mineable,lapr,mclelland,region_y,wetland_y,UID,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area
2848,Y:301@25:NE,2015,1,0,east,NA,Y,0,NE,57.435006999999999,-111.204189999999997,1,1,east,east,McClelland Lake Fen - East,Y:301@25:NE-2015,250.000000000000000,8718,1570.796326789999966,196349.540849000011804
2849,Y:352@23:SE,2014,2,0,east,NA,Y,0,SE,57.326006000000000,-111.317760000000007,1,1,east,east,McClelland Lake Fen - East,Y:352@23:SE-2014,250.000000000000000,11928,1570.796326789999966,196349.540849000011804
2850,Y:224@7:NE,2019,3,0,west,NA,Y,0,NE,57.524951000000001,-111.309700000000007,1,1,west,west,McClelland Lake Fen - West,Y:224@7:NE-2019,250.000000000000000,3482,1570.796326789999966,196349.540849000011804
2851,Y:201@1:NW,2018,3,NA,unmineable,Marguerite Lake Wetlands,Y,0,NW,54.643456999999998,-110.723510000000005,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:201@1:NW-2018,250.000000000000000,2564,1570.796326789999966,196349.540849000011804
2852,Y:318@27:NE,2017,1,0,unmineable,NA,Y,0,NE,56.294288000000002,-110.983410000000006,0,1,NA,unmineable,NA,Y:318@27:NE-2017,250.000000000000000,9851,1570.796326789999966,196349.540849000011804
2853,Y:276@20:SE,2013,3,0,unmineable,NA,Y,0,SE,55.719603999999997,-110.992729999999995,0,1,NA,unmineable,NA,Y:276@20:SE-2013,250.000000000000000,6458,1570.796326789999966,196349.540849000011804
2854,Y:300@25:SW,2017,1,0,east,NA,Y,0,SW,57.446375000000003,-111.206770000000006,1,1,east,east,McClelland Lake Fen - East,Y:300@25:SW-2017,250.000000000000000,8659,1570.796326789999966,196349.540849000011804
2855,Y:280@21:NE,2014,2,NA,unmineable,Northwest of Janvier,Y,0,NE,56.013064999999997,-110.792980000000000,0,1,NA,unmineable,Northwest of Janvier,Y:280@21:NE-2014,250.000000000000000,6669,1570.796326789999966,196349.540849000011804
2856,Y:467@53:D,2013,1,NA,unmineable,NA,Y,0,D,56.032319999999999,-113.322159999999997,0,1,NA,unmineable,NA,Y:467@53:D-2013,250.000000000000000,13704,1570.796326789999966,196349.540849000011804
2857,Y:266@23:A,2013,4,NA,east,NA,Y,0,A,57.369863000000002,-111.282989999999998,1,1,east,east,McClelland Lake Fen - East,Y:266@23:A-2013,250.000000000000000,5753,1570.796326789999966,196349.540849000011804
2858,Y:464@21:D,2013,4,NA,unmineable,Northwest of Janvier,Y,0,D,56.027501999999998,-110.862830000000002,0,1,NA,unmineable,Northwest of Janvier,Y:464@21:D-2013,250.000000000000000,13562,1570.796326789999966,196349.540849000011804
2859,Y:248@13:SW,2018,4,0,unmineable,West of Touchwood PRA,Y,0,SW,54.863377000000000,-111.614000000000004,0,1,NA,unmineable,West of Touchwood PRA,Y:248@13:SW-2018,250.000000000000000,4824,1570.796326789999966,196349.540849000011804
2860,Y:329@30:SE,2014,2,0,unmineable,NA,Y,0,SE,55.858300999999997,-110.681060000000002,0,1,NA,unmineable,NA,Y:329@30:SE-2014,250.000000000000000,10620,1570.796326789999966,196349.540849000011804
2861,Y:218@5:NE,2016,1,1,unmineable,Southern Cold Lake,Y,0,NE,54.441352999999999,-110.105519999999999,0,1,NA,unmineable,Southern Cold Lake,Y:218@5:NE-2016,250.000000000000000,3218,1570.796326789999966,196349.540849000011804
2862,Y:276@20:NE,2014,4,NA,unmineable,NA,Y,0,NE,55.724007000000000,-110.994000000000000,0,1,NA,unmineable,NA,Y:276@20:NE-2014,250.000000000000000,6385,1570.796326789999966,196349.540849000011804
2863,AM:427:SW,2015,3,0,unmineable,NA,AM,427,SW,56.221390000000000,-110.851929999999996,0,1,NA,unmineable,NA,AM:427:SW-2015,250.000000000000000,1358,1570.796326789999966,196349.540849000011804
2864,Y:218@5:NW,2019,3,0,unmineable,Southern Cold Lake,Y,0,NW,54.441457000000000,-110.114789999999999,0,1,NA,unmineable,Southern Cold Lake,Y:218@5:NW-2019,250.000000000000000,3229,1570.796326789999966,196349.540849000011804
2865,Y:302@25:F,2017,3,0,east,NA,Y,0,F,57.416944000000001,-111.191950000000006,1,1,east,east,McClelland Lake Fen - East,Y:302@25:F-2017,250.000000000000000,8856,1570.796326789999966,196349.540849000011804
2866,Y:463@50:B,2015,2,0,unmineable,NA,Y,0,B,55.698391000000001,-110.896490000000000,0,1,NA,unmineable,NA,Y:463@50:B-2015,250.000000000000000,13371,1570.796326789999966,196349.540849000011804
2867,Y:344@25:NE,2015,3,NA,east,NA,Y,0,NE,57.368035999999996,-111.093109999999996,1,1,east,east,McClelland Lake Fen - East,Y:344@25:NE-2015,250.000000000000000,11562,1570.796326789999966,196349.540849000011804
2868,Y:293@23:CT,2019,1,NA,east,NA,Y,0,CT,57.330598000000002,-111.344420000000000,1,1,east,east,McClelland Lake Fen - East,Y:293@23:CT-2019,250.000000000000000,7569,1570.796326789999966,196349.540849000011804
2869,Y:300@25:NE,2019,2,0,east,NA,Y,0,NE,57.451771999999998,-111.196969999999993,1,1,east,east,McClelland Lake Fen - East,Y:300@25:NE-2019,250.000000000000000,8578,1570.796326789999966,196349.540849000011804
2870,Y:329@30:SE,2013,4,0,unmineable,NA,Y,0,SE,55.858300999999997,-110.681060000000002,0,1,NA,unmineable,NA,Y:329@30:SE-2013,250.000000000000000,10634,1570.796326789999966,196349.540849000011804
2871,Y:280@21:NE,2016,1,0,unmineable,Northwest of Janvier,Y,0,NE,56.013064999999997,-110.792980000000000,0,1,NA,unmineable,Northwest of Janvier,Y:280@21:NE-2016,250.000000000000000,6665,1570.796326789999966,196349.540849000011804
2872,AM:424:SW,2019,1,NA,unmineable,NA,AM,424,SW,55.831111999999997,-110.852189999999993,0,1,NA,unmineable,NA,AM:424:SW-2019,250.000000000000000,950,1570.796326789999966,196349.540849000011804
2873,Y:473@55:NE,2016,4,NA,unmineable,NA,Y,0,NE,55.951438000000003,-113.829769999999996,0,1,NA,unmineable,NA,Y:473@55:NE-2016,250.000000000000000,13801,1570.796326789999966,196349.540849000011804
2874,Y:276@20:NE,2013,3,0,unmineable,NA,Y,0,NE,55.724007000000000,-110.994000000000000,0,1,NA,unmineable,NA,Y:276@20:NE-2013,250.000000000000000,6409,1570.796326789999966,196349.540849000011804
2875,Y:280@21:SW,2015,3,NA,unmineable,Northwest of Janvier,Y,0,SW,56.007707000000003,-110.802419999999998,0,1,NA,unmineable,Northwest of Janvier,Y:280@21:SW-2015,250.000000000000000,6755,1570.796326789999966,196349.540849000011804
2876,Y:350@24:CT,2015,2,1,west,NA,Y,0,CT,57.434435999999998,-111.477019999999996,1,1,west,west,McClelland Lake Fen - West,Y:350@24:CT-2015,250.000000000000000,11708,1570.796326789999966,196349.540849000011804
2877,Y:412@39:B,2013,3,NA,unmineable,NA,Y,0,B,54.971145999999997,-111.851500000000001,0,1,NA,unmineable,NA,Y:412@39:B-2013,250.000000000000000,12764,1570.796326789999966,196349.540849000011804
2878,Y:291@23:SW,2017,1,NA,east,NA,Y,0,SW,57.339187000000003,-111.327160000000006,1,1,east,east,McClelland Lake Fen - East,Y:291@23:SW-2017,250.000000000000000,7539,1570.796326789999966,196349.540849000011804
2879,Y:224@7:SW,2018,3,0,west,NA,Y,0,SW,57.518811999999997,-111.319249999999997,1,1,west,west,McClelland Lake Fen - West,Y:224@7:SW-2018,250.000000000000000,3563,1570.796326789999966,196349.540849000011804
2880,Y:381@19:NE,2019,3,0,unmineable,Northwest of Janvier,Y,0,NE,56.014574000000003,-110.827910000000003,0,1,NA,unmineable,Northwest of Janvier,Y:381@19:NE-2019,250.000000000000000,12225,1570.796326789999966,196349.540849000011804
2881,AM:425:CT,2013,4,NA,unmineable,NA,AM,425,CT,55.928620000000002,-111.147189999999995,0,1,NA,unmineable,NA,AM:425:CT-2013,250.000000000000000,976,1570.796326789999966,196349.540849000011804
2882,Y:274@19:SE,2015,2,0,unmineable,NA,Y,0,SE,55.734976000000003,-111.107270000000000,0,1,NA,unmineable,NA,Y:274@19:SE-2015,250.000000000000000,6312,1570.796326789999966,196349.540849000011804
2883,Y:239@24:B,2017,3,0,west,NA,Y,0,B,57.442369999999997,-111.468190000000007,1,1,west,west,McClelland Lake Fen - West,Y:239@24:B-2017,250.000000000000000,4268,1570.796326789999966,196349.540849000011804
2884,Y:343@25:CT,2013,1,NA,east,NA,Y,0,CT,57.401176000000000,-111.189670000000007,1,1,east,east,McClelland Lake Fen - East,Y:343@25:CT-2013,250.000000000000000,11410,1570.796326789999966,196349.540849000011804
2885,Y:313@27:SW,2016,3,NA,unmineable,NA,Y,0,SW,56.274428000000000,-110.861609999999999,0,1,NA,unmineable,NA,Y:313@27:SW-2016,250.000000000000000,9639,1570.796326789999966,196349.540849000011804
2886,Y:261@7:NW,2018,2,0,east,NA,Y,0,NW,57.467953000000001,-111.194770000000005,1,1,east,east,McClelland Lake Fen - East,Y:261@7:NW-2018,250.000000000000000,5387,1570.796326789999966,196349.540849000011804
2887,Y:237@10:NE,2015,2,NA,mineable,NA,Y,0,NE,57.655504999999998,-111.221260000000001,1,1,NA,mineable,NA,Y:237@10:NE-2015,250.000000000000000,4062,1570.796326789999966,196349.540849000011804
2888,Y:267@23:B,2014,3,NA,east,NA,Y,0,B,57.359450000000002,-111.317830000000001,1,1,east,east,McClelland Lake Fen - East,Y:267@23:B-2014,250.000000000000000,5885,1570.796326789999966,196349.540849000011804
2889,Y:318@27:CT,2019,2,NA,unmineable,NA,Y,0,CT,56.291603000000002,-110.988249999999994,0,1,NA,unmineable,NA,Y:318@27:CT-2019,250.000000000000000,9814,1570.796326789999966,196349.540849000011804
2890,Y:253@7:SW,2018,3,0,east,NA,Y,0,SW,57.471476000000003,-111.216110000000000,1,1,east,east,McClelland Lake Fen - East,Y:253@7:SW-2018,250.000000000000000,4935,1570.796326789999966,196349.540849000011804
2891,Y:333@31:SW,2013,3,0,unmineable,NA,Y,0,SW,55.898169000000003,-110.566730000000007,0,1,NA,unmineable,NA,Y:333@31:SW-2013,250.000000000000000,11080,1570.796326789999966,196349.540849000011804
2892,Y:235@24:A,2016,2,NA,west,NA,Y,0,A,57.430138999999997,-111.515559999999994,1,1,west,west,McClelland Lake Fen - West,Y:235@24:A-2016,250.000000000000000,3884,1570.796326789999966,196349.540849000011804
2893,AM:414:NE,2013,1,NA,west,NA,AM,414,NE,57.515909999999998,-111.340069999999997,1,1,west,west,McClelland Lake Fen - West,AM:414:NE-2013,250.000000000000000,413,1570.796326789999966,196349.540849000011804
2894,RS:26:W,2013,3,NA,east,NA,RS,26,W,57.467264999999998,-111.173860000000005,1,1,east,east,McClelland Lake Fen - East,RS:26:W-2013,250.000000000000000,2134,1570.796326789999966,196349.540849000011804
2895,Y:274@19:NE,2016,4,0,unmineable,NA,Y,0,NE,55.740546999999999,-111.107320000000001,0,1,NA,unmineable,NA,Y:274@19:NE-2016,250.000000000000000,6250,1570.796326789999966,196349.540849000011804
2896,Y:399@13:C,2016,2,0,unmineable,NA,Y,0,C,54.851339000000003,-111.547269999999997,0,1,NA,unmineable,NA,Y:399@13:C-2016,250.000000000000000,12658,1570.796326789999966,196349.540849000011804
2897,Y:331@31:NW,2018,1,NA,unmineable,NA,Y,0,NW,55.918574999999997,-110.554389999999998,0,1,NA,unmineable,NA,Y:331@31:NW-2018,250.000000000000000,10864,1570.796326789999966,196349.540849000011804
2898,AM:401:SE,2015,1,0,unmineable,NA,AM,401,SE,54.657826999999997,-110.706620000000001,0,1,NA,unmineable,NA,AM:401:SE-2015,250.000000000000000,91,1570.796326789999966,196349.540849000011804
2899,AM:414:CT,2019,3,0,west,NA,AM,414,CT,57.513787999999998,-111.344329999999999,1,1,west,west,McClelland Lake Fen - West,AM:414:CT-2019,250.000000000000000,382,1570.796326789999966,196349.540849000011804
2900,Y:342@25:A,2014,2,NA,east,NA,Y,0,A,57.413563000000003,-111.205749999999995,1,1,east,east,McClelland Lake Fen - East,Y:342@25:A-2014,250.000000000000000,11231,1570.796326789999966,196349.540849000011804
2901,Y:299@24:SE,2015,3,0,west,NA,Y,0,SE,57.474324000000003,-111.397009999999995,1,1,west,west,McClelland Lake Fen - West,Y:299@24:SE-2015,250.000000000000000,8508,1570.796326789999966,196349.540849000011804
2902,Y:217@5:NW,2017,2,1,unmineable,Southern Cold Lake,Y,0,NW,54.440102000000003,-110.092010000000002,0,1,NA,unmineable,Southern Cold Lake,Y:217@5:NW-2017,250.000000000000000,3087,1570.796326789999966,196349.540849000011804
2903,Y:352@23:NW,2015,4,0,east,NA,Y,0,NW,57.331432999999997,-111.327900000000000,1,1,east,east,McClelland Lake Fen - East,Y:352@23:NW-2015,250.000000000000000,11905,1570.796326789999966,196349.540849000011804
2904,Y:308@26:SE,2016,4,NA,unmineable,NA,Y,0,SE,55.610196000000002,-110.799710000000005,0,1,NA,unmineable,NA,Y:308@26:SE-2016,250.000000000000000,9482,1570.796326789999966,196349.540849000011804
2905,Y:293@23:SW,2018,4,0,east,NA,Y,0,SW,57.327908000000001,-111.349310000000003,1,1,east,east,McClelland Lake Fen - East,Y:293@23:SW-2018,250.000000000000000,7675,1570.796326789999966,196349.540849000011804
2906,Y:397@37:D,2019,2,NA,unmineable,NA,Y,0,D,55.045915000000001,-112.113709999999998,0,1,NA,unmineable,NA,Y:397@37:D-2019,250.000000000000000,12571,1570.796326789999966,196349.540849000011804
2907,Y:229@8:SW,2015,3,NA,mineable,NA,Y,0,SW,57.584727999999998,-111.451480000000004,1,1,NA,mineable,NA,Y:229@8:SW-2015,250.000000000000000,3702,1570.796326789999966,196349.540849000011804
2908,Y:467@53:E,2013,1,NA,unmineable,NA,Y,0,E,56.028643000000002,-113.328869999999995,0,1,NA,unmineable,NA,Y:467@53:E-2013,250.000000000000000,13731,1570.796326789999966,196349.540849000011804
2909,Y:260@7:NW,2018,4,0,east,NA,Y,0,NW,57.477621999999997,-111.192499999999995,1,1,east,east,McClelland Lake Fen - East,Y:260@7:NW-2018,250.000000000000000,5291,1570.796326789999966,196349.540849000011804
2910,Y:397@37:A,2013,3,NA,unmineable,NA,Y,0,A,55.042442999999999,-112.106470000000002,0,1,NA,unmineable,NA,Y:397@37:A-2013,250.000000000000000,12483,1570.796326789999966,196349.540849000011804
2911,Y:240@11:NE,2014,2,NA,unmineable,NA,Y,0,NE,57.816259000000002,-111.117429999999999,0,1,NA,unmineable,NA,Y:240@11:NE-2014,250.000000000000000,4285,1570.796326789999966,196349.540849000011804
2912,Y:331@31:SE,2019,4,NA,unmineable,NA,Y,0,SE,55.913148999999997,-110.544849999999997,0,1,NA,unmineable,NA,Y:331@31:SE-2019,250.000000000000000,10898,1570.796326789999966,196349.540849000011804
2913,Y:344@25:SE,2019,3,NA,east,NA,Y,0,SE,57.362915999999998,-111.093080000000000,1,1,east,east,McClelland Lake Fen - East,Y:344@25:SE-2019,250.000000000000000,11603,1570.796326789999966,196349.540849000011804
2914,Y:313@27:SE,2017,3,0,unmineable,NA,Y,0,SE,56.274417000000000,-110.851920000000007,0,1,NA,unmineable,NA,Y:313@27:SE-2017,250.000000000000000,9607,1570.796326789999966,196349.540849000011804
2915,Y:291@23:SE,2014,1,0,east,NA,Y,0,SE,57.339213000000001,-111.317210000000003,1,1,east,east,McClelland Lake Fen - East,Y:291@23:SE-2014,250.000000000000000,7505,1570.796326789999966,196349.540849000011804
2916,Y:302@25:CT,2018,2,0,east,NA,Y,0,CT,57.410525000000000,-111.191760000000002,1,1,east,east,McClelland Lake Fen - East,Y:302@25:CT-2018,250.000000000000000,8821,1570.796326789999966,196349.540849000011804
2917,Y:399@13:A,2018,4,NA,unmineable,NA,Y,0,A,54.855007999999998,-111.544839999999994,0,1,NA,unmineable,NA,Y:399@13:A-2018,250.000000000000000,12602,1570.796326789999966,196349.540849000011804
2918,Y:303@25:CT,2019,4,0,east,NA,Y,0,CT,57.435968000000003,-111.230509999999995,1,1,east,east,McClelland Lake Fen - East,Y:303@25:CT-2019,250.000000000000000,8997,1570.796326789999966,196349.540849000011804
2919,Y:294@24:NE,2019,4,0,west,NA,Y,0,NE,57.437522000000001,-111.512670000000000,1,1,west,west,McClelland Lake Fen - West,Y:294@24:NE-2019,250.000000000000000,7753,1570.796326789999966,196349.540849000011804
2920,Y:333@31:SE,2015,2,0,unmineable,NA,Y,0,SE,55.898135000000003,-110.557140000000004,0,1,NA,unmineable,NA,Y:333@31:SE-2015,250.000000000000000,11040,1570.796326789999966,196349.540849000011804
2921,Y:397@37:A,2014,2,NA,unmineable,NA,Y,0,A,55.042442999999999,-112.106470000000002,0,1,NA,unmineable,NA,Y:397@37:A-2014,250.000000000000000,12474,1570.796326789999966,196349.540849000011804
2922,Y:473@55:SE,2019,1,NA,unmineable,NA,Y,0,SE,55.946953999999998,-113.823400000000007,0,1,NA,unmineable,NA,Y:473@55:SE-2019,250.000000000000000,13844,1570.796326789999966,196349.540849000011804
2923,Y:304@25:NW,2015,2,0,east,NA,Y,0,NW,57.423963999999998,-111.206879999999998,1,1,east,east,McClelland Lake Fen - East,Y:304@25:NW-2015,250.000000000000000,9221,1570.796326789999966,196349.540849000011804
2924,Y:330@31:NW,2013,1,0,unmineable,NA,Y,0,NW,55.917408000000002,-110.630690000000001,0,1,NA,unmineable,NA,Y:330@31:NW-2013,250.000000000000000,10744,1570.796326789999966,196349.540849000011804
2925,Y:296@24:SE,2016,1,0,west,NA,Y,0,SE,57.436608000000000,-111.445409999999995,1,1,west,west,McClelland Lake Fen - West,Y:296@24:SE-2016,250.000000000000000,8088,1570.796326789999966,196349.540849000011804
2926,Y:224@7:SW,2014,3,NA,west,NA,Y,0,SW,57.518811999999997,-111.319249999999997,1,1,west,west,McClelland Lake Fen - West,Y:224@7:SW-2014,250.000000000000000,3567,1570.796326789999966,196349.540849000011804
2927,Y:201@1:NE,2013,3,0,unmineable,Marguerite Lake Wetlands,Y,0,NE,54.643436000000001,-110.714209999999994,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:201@1:NE-2013,250.000000000000000,2540,1570.796326789999966,196349.540849000011804
2928,Y:217@5:CT,2014,4,NA,unmineable,Southern Cold Lake,Y,0,CT,54.439141999999997,-110.088750000000005,0,1,NA,unmineable,Southern Cold Lake,Y:217@5:CT-2014,250.000000000000000,3036,1570.796326789999966,196349.540849000011804
2929,Y:294@24:CT,2014,4,0,west,NA,Y,0,CT,57.434713000000002,-111.518029999999996,1,1,west,west,McClelland Lake Fen - West,Y:294@24:CT-2014,250.000000000000000,7723,1570.796326789999966,196349.540849000011804
2930,Y:281@21:CT,2013,4,0,unmineable,Northwest of Janvier,Y,0,CT,56.008521999999999,-110.817800000000005,0,1,NA,unmineable,Northwest of Janvier,Y:281@21:CT-2013,250.000000000000000,6790,1570.796326789999966,196349.540849000011804
2931,Y:318@27:NE,2015,3,NA,unmineable,NA,Y,0,NE,56.294288000000002,-110.983410000000006,0,1,NA,unmineable,NA,Y:318@27:NE-2015,250.000000000000000,9829,1570.796326789999966,196349.540849000011804
2932,Y:277@20:CT,2018,4,NA,unmineable,NA,Y,0,CT,55.724677999999997,-110.974029999999999,0,1,NA,unmineable,NA,Y:277@20:CT-2018,250.000000000000000,6496,1570.796326789999966,196349.540849000011804
2933,Y:262@7:NW,2019,1,0,east,NA,Y,0,NW,57.467246000000003,-111.215320000000006,1,1,east,east,McClelland Lake Fen - East,Y:262@7:NW-2019,250.000000000000000,5502,1570.796326789999966,196349.540849000011804
2934,Y:276@20:NE,2017,3,0,unmineable,NA,Y,0,NE,55.724007000000000,-110.994000000000000,0,1,NA,unmineable,NA,Y:276@20:NE-2017,250.000000000000000,6401,1570.796326789999966,196349.540849000011804
2935,Y:412@39:B,2019,1,NA,unmineable,NA,Y,0,B,54.971145999999997,-111.851500000000001,0,1,NA,unmineable,NA,Y:412@39:B-2019,250.000000000000000,12742,1570.796326789999966,196349.540849000011804
2936,Y:242@24:A,2017,3,0,west,NA,Y,0,A,57.441426000000000,-111.438460000000006,1,1,west,west,McClelland Lake Fen - West,Y:242@24:A-2017,250.000000000000000,4440,1570.796326789999966,196349.540849000011804
2937,Y:294@24:NW,2017,1,0,west,NA,Y,0,NW,57.436843000000003,-111.522779999999997,1,1,west,west,McClelland Lake Fen - West,Y:294@24:NW-2017,250.000000000000000,7764,1570.796326789999966,196349.540849000011804
2938,Y:229@8:CT,2018,1,NA,mineable,NA,Y,0,CT,57.587440999999998,-111.446500000000000,1,1,NA,mineable,NA,Y:229@8:CT-2018,250.000000000000000,3587,1570.796326789999966,196349.540849000011804
2939,Y:464@21:D,2016,2,1,unmineable,Northwest of Janvier,Y,0,D,56.027501999999998,-110.862830000000002,0,1,NA,unmineable,Northwest of Janvier,Y:464@21:D-2016,250.000000000000000,13579,1570.796326789999966,196349.540849000011804
2940,Y:287@22:NW,2014,1,NA,unmineable,NA,Y,0,NW,56.571902999999999,-111.257589999999993,0,1,NA,unmineable,NA,Y:287@22:NW-2014,250.000000000000000,7064,1570.796326789999966,196349.540849000011804
2941,AM:433:SE,2017,2,0,unmineable,NA,AM,433,SE,56.204552999999997,-110.734049999999996,0,1,NA,unmineable,NA,AM:433:SE-2017,250.000000000000000,1603,1570.796326789999966,196349.540849000011804
2942,Y:200@1:NW,2019,4,1,unmineable,Marguerite Lake Wetlands,Y,0,NW,54.630775999999997,-110.735219999999998,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:200@1:NW-2019,250.000000000000000,2413,1570.796326789999966,196349.540849000011804
2943,Y:260@7:NW,2018,2,0,east,NA,Y,0,NW,57.477621999999997,-111.192499999999995,1,1,east,east,McClelland Lake Fen - East,Y:260@7:NW-2018,250.000000000000000,5280,1570.796326789999966,196349.540849000011804
2944,Y:300@25:NE,2013,1,NA,east,NA,Y,0,NE,57.451771999999998,-111.196969999999993,1,1,east,east,McClelland Lake Fen - East,Y:300@25:NE-2013,250.000000000000000,8587,1570.796326789999966,196349.540849000011804
2945,Y:293@23:SE,2015,4,NA,east,NA,Y,0,SE,57.327953000000001,-111.339399999999998,1,1,east,east,McClelland Lake Fen - East,Y:293@23:SE-2015,250.000000000000000,7647,1570.796326789999966,196349.540849000011804
2946,Y:416@39:D,2015,3,0,unmineable,NA,Y,0,D,54.942722000000003,-111.772930000000002,0,1,NA,unmineable,NA,Y:416@39:D-2015,250.000000000000000,12998,1570.796326789999966,196349.540849000011804
2947,Y:473@55:NE,2019,4,NA,unmineable,NA,Y,0,NE,55.951438000000003,-113.829769999999996,0,1,NA,unmineable,NA,Y:473@55:NE-2019,250.000000000000000,13791,1570.796326789999966,196349.540849000011804
2948,Y:372@16:D,2014,1,NA,unmineable,NA,Y,0,D,54.542634999999997,-111.138080000000002,0,1,NA,unmineable,NA,Y:372@16:D-2014,250.000000000000000,12124,1570.796326789999966,196349.540849000011804
2949,Y:262@7:SW,2018,2,0,east,NA,Y,0,SW,57.462287000000003,-111.215680000000006,1,1,east,east,McClelland Lake Fen - East,Y:262@7:SW-2018,250.000000000000000,5554,1570.796326789999966,196349.540849000011804
2950,Y:287@22:NE,2018,3,NA,unmineable,NA,Y,0,NE,56.572341000000002,-111.247429999999994,0,1,NA,unmineable,NA,Y:287@22:NE-2018,250.000000000000000,7032,1570.796326789999966,196349.540849000011804
2951,Y:266@23:A,2013,2,NA,east,NA,Y,0,A,57.369863000000002,-111.282989999999998,1,1,east,east,McClelland Lake Fen - East,Y:266@23:A-2013,250.000000000000000,5747,1570.796326789999966,196349.540849000011804
2952,AM:423:SW,2014,1,NA,unmineable,NA,AM,423,SW,55.813530000000000,-110.582960000000000,0,1,NA,unmineable,NA,AM:423:SW-2014,250.000000000000000,798,1570.796326789999966,196349.540849000011804
2953,Y:262@7:SE,2016,4,0,east,NA,Y,0,SE,57.461612000000002,-111.205920000000006,1,1,east,east,McClelland Lake Fen - East,Y:262@7:SE-2016,250.000000000000000,5543,1570.796326789999966,196349.540849000011804
2954,RS:27:H,2013,4,NA,east,NA,RS,27,H,57.310039000000003,-111.223770000000002,1,1,east,east,McClelland Lake Fen - East,RS:27:H-2013,250.000000000000000,2287,1570.796326789999966,196349.540849000011804
2955,Y:313@27:SW,2014,2,NA,unmineable,NA,Y,0,SW,56.274428000000000,-110.861609999999999,0,1,NA,unmineable,NA,Y:313@27:SW-2014,250.000000000000000,9633,1570.796326789999966,196349.540849000011804
2956,RS:27:F,2013,4,NA,east,NA,RS,27,F,57.307243999999997,-111.238720000000001,1,1,east,east,McClelland Lake Fen - East,RS:27:F-2013,250.000000000000000,2234,1570.796326789999966,196349.540849000011804
2957,Y:305@25:NE,2013,2,NA,east,NA,Y,0,NE,57.397917000000000,-111.209389999999999,1,1,east,east,McClelland Lake Fen - East,Y:305@25:NE-2013,250.000000000000000,9336,1570.796326789999966,196349.540849000011804
2958,Y:333@31:NW,2018,2,NA,unmineable,NA,Y,0,NW,55.903559999999999,-110.566670000000002,0,1,NA,unmineable,NA,Y:333@31:NW-2018,250.000000000000000,11031,1570.796326789999966,196349.540849000011804
2959,Y:248@13:NE,2013,3,0,unmineable,West of Touchwood PRA,Y,0,NE,54.868679999999998,-111.604839999999996,0,1,NA,unmineable,West of Touchwood PRA,Y:248@13:NE-2013,250.000000000000000,4735,1570.796326789999966,196349.540849000011804
2960,Y:207@1:A,2019,2,1,unmineable,Marguerite Lake Wetlands,Y,0,A,54.612744999999997,-110.783670000000001,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:207@1:A-2019,250.000000000000000,2604,1570.796326789999966,196349.540849000011804
2961,Y:322@25:SW,2013,3,NA,east,NA,Y,0,SW,57.436394000000000,-111.184809999999999,1,1,east,east,McClelland Lake Fen - East,Y:322@25:SW-2013,250.000000000000000,10096,1570.796326789999966,196349.540849000011804
2962,Y:399@13:C,2016,1,0,unmineable,NA,Y,0,C,54.851339000000003,-111.547269999999997,0,1,NA,unmineable,NA,Y:399@13:C-2016,250.000000000000000,12669,1570.796326789999966,196349.540849000011804
2963,Y:236@10:NW,2018,3,NA,mineable,NA,Y,0,NW,57.647272999999998,-111.212630000000004,1,1,NA,mineable,NA,Y:236@10:NW-2018,250.000000000000000,3950,1570.796326789999966,196349.540849000011804
2964,Y:229@8:SE,2018,4,NA,mineable,NA,Y,0,SE,57.584800000000001,-111.441519999999997,1,1,NA,mineable,NA,Y:229@8:SE-2018,250.000000000000000,3675,1570.796326789999966,196349.540849000011804
2965,Y:276@20:NE,2019,4,NA,unmineable,NA,Y,0,NE,55.724007000000000,-110.994000000000000,0,1,NA,unmineable,NA,Y:276@20:NE-2019,250.000000000000000,6408,1570.796326789999966,196349.540849000011804
2966,Y:281@21:NE,2017,4,1,unmineable,Northwest of Janvier,Y,0,NE,56.011012999999998,-110.813580000000002,0,1,NA,unmineable,Northwest of Janvier,Y:281@21:NE-2017,250.000000000000000,6810,1570.796326789999966,196349.540849000011804
2967,Y:319@27:CT,2016,2,NA,unmineable,NA,Y,0,CT,56.330162000000001,-110.945819999999998,0,1,NA,unmineable,NA,Y:319@27:CT-2016,250.000000000000000,9957,1570.796326789999966,196349.540849000011804
2968,Y:458@50:CT,2016,4,0,unmineable,NA,Y,0,CT,55.674168999999999,-110.889830000000003,0,1,NA,unmineable,NA,Y:458@50:CT-2016,250.000000000000000,13206,1570.796326789999966,196349.540849000011804
2969,Y:207@1:D,2017,4,0,unmineable,Marguerite Lake Wetlands,Y,0,D,54.622615000000003,-110.765569999999997,0,1,NA,unmineable,Marguerite Lake Wetlands,Y:207@1:D-2017,250.000000000000000,2713,1570.796326789999966,196349.540849000011804
2970,AM:427:NE,2018,1,NA,unmineable,NA,AM,427,NE,56.226768999999997,-110.842259999999996,0,1,NA,unmineable,NA,AM:427:NE-2018,250.000000000000000,1283,1570.796326789999966,196349.540849000011804
