location,year,datetime,occupied,region,latitude,longitude
Y-25-304-NW,2019,NA,NOT SURVEYED,EAST,57.42395,-111.2067
Y-25-304-NW,2020,NA,NOT SURVEYED,EAST,57.42395,-111.2067
Y-25-304-NW,2014,NA,NOT SURVEYED,EAST,57.42395,-111.2067
Y-25-304-NW2,2013,NA,NOT SURVEYED,EAST,57.42403,-111.2075
Y-25-304-NW2,2014,NA,NOT SURVEYED,EAST,57.42403,-111.2075
Y-25-304-NW2,2015,NA,NOT SURVEYED,EAST,57.42403,-111.2075
Y-25-304-NW2,2016,NA,NOT SURVEYED,EAST,57.42403,-111.2075
Y-25-304-NW2,2017,NA,NOT SURVEYED,EAST,57.42403,-111.2075
Y-25-304-NW2,2020,NA,NOT SURVEYED,EAST,57.42403,-111.2075
Y-25-304-NW2,2021,NA,NOT SURVEYED,EAST,57.42403,-111.2075
Y-25-304-SE,2015,NA,NOT SURVEYED,EAST,57.41863,-111.1975
Y-25-304-SE,2016,NA,NOT SURVEYED,EAST,57.41863,-111.1975
Y-25-304-SE,2017,NA,NOT SURVEYED,EAST,57.41863,-111.1975
Y-25-304-SE,2020,NA,NOT SURVEYED,EAST,57.41863,-111.1975
Y-25-304-SE,2021,NA,NOT SURVEYED,EAST,57.41863,-111.1975
Y-25-304-SE2,2013,NA,NOT SURVEYED,EAST,57.41841,-111.1989
Y-25-304-SE2,2014,NA,NOT SURVEYED,EAST,57.41841,-111.1989
Y-25-304-SE2,2016,NA,NOT SURVEYED,EAST,57.41841,-111.1989
Y-25-304-SE2,2018,NA,NOT SURVEYED,EAST,57.41841,-111.1989
Y-25-304-SE2,2019,NA,NOT SURVEYED,EAST,57.41841,-111.1989
Y-25-304-SE2,2020,NA,NOT SURVEYED,EAST,57.41841,-111.1989
Y-25-304-SE2,2021,NA,NOT SURVEYED,EAST,57.41841,-111.1989
Y-25-304-SW,2015,NA,NOT SURVEYED,EAST,57.41864,-111.2074
Y-25-304-SW,2018,NA,NOT SURVEYED,EAST,57.41864,-111.2074
Y-25-304-SW,2020,NA,NOT SURVEYED,EAST,57.41864,-111.2074
Y-25-304-SW2,2013,NA,NOT SURVEYED,EAST,57.4187,-111.2067
Y-25-304-SW2,2014,NA,NOT SURVEYED,EAST,57.4187,-111.2067
Y-25-304-SW2,2016,NA,NOT SURVEYED,EAST,57.4187,-111.2067
Y-25-304-SW2,2017,NA,NOT SURVEYED,EAST,57.4187,-111.2067
Y-25-304-SW2,2018,NA,NOT SURVEYED,EAST,57.4187,-111.2067
Y-25-304-SW2,2019,NA,NOT SURVEYED,EAST,57.4187,-111.2067
Y-25-304-SW2,2020,NA,NOT SURVEYED,EAST,57.4187,-111.2067
Y-25-304-SW2,2021,NA,NOT SURVEYED,EAST,57.4187,-111.2067
Y-25-304-SW3,2013,NA,NOT SURVEYED,EAST,57.41833,-111.2077
Y-25-304-SW3,2014,NA,NOT SURVEYED,EAST,57.41833,-111.2077
Y-25-304-SW3,2015,NA,NOT SURVEYED,EAST,57.41833,-111.2077
Y-25-304-SW3,2016,NA,NOT SURVEYED,EAST,57.41833,-111.2077
Y-25-304-SW3,2017,NA,NOT SURVEYED,EAST,57.41833,-111.2077
Y-25-304-SW3,2019,NA,NOT SURVEYED,EAST,57.41833,-111.2077
Y-25-304-SW3,2020,NA,NOT SURVEYED,EAST,57.41833,-111.2077
Y-25-304-SW3,2021,NA,NOT SURVEYED,EAST,57.41833,-111.2077
Y-25-305-CT2,2013,NA,NOT SURVEYED,EAST,57.39572,-111.2115
Y-25-305-CT2,2014,NA,NOT SURVEYED,EAST,57.39572,-111.2115
Y-25-305-CT2,2015,NA,NOT SURVEYED,EAST,57.39572,-111.2115
Y-25-305-CT2,2016,NA,NOT SURVEYED,EAST,57.39572,-111.2115
Y-25-305-CT2,2017,NA,NOT SURVEYED,EAST,57.39572,-111.2115
Y-25-305-CT2,2019,NA,NOT SURVEYED,EAST,57.39572,-111.2115
Y-25-305-CT2,2020,NA,NOT SURVEYED,EAST,57.39572,-111.2115
Y-25-305-CT2,2021,NA,NOT SURVEYED,EAST,57.39572,-111.2115
Y-25-305-NE,2013,NA,NOT SURVEYED,EAST,57.39792,-111.2094
Y-25-305-NE,2014,NA,NOT SURVEYED,EAST,57.39792,-111.2094
Y-25-305-NE,2015,NA,NOT SURVEYED,EAST,57.39792,-111.2094
Y-25-305-NE,2016,NA,NOT SURVEYED,EAST,57.39792,-111.2094
Y-25-305-NE,2017,NA,NOT SURVEYED,EAST,57.39792,-111.2094
Y-25-305-NE,2019,NA,NOT SURVEYED,EAST,57.39792,-111.2094
Y-25-305-NE,2020,NA,NOT SURVEYED,EAST,57.39792,-111.2094
Y-25-305-NE,2021,NA,NOT SURVEYED,EAST,57.39792,-111.2094
Y-25-305-NW,2014,NA,NOT SURVEYED,EAST,57.39836,-111.2194
Y-25-305-NW,2015,NA,NOT SURVEYED,EAST,57.39836,-111.2194
Y-25-305-NW,2016,NA,NOT SURVEYED,EAST,57.39836,-111.2194
Y-25-305-NW,2017,NA,NOT SURVEYED,EAST,57.39836,-111.2194
Y-25-305-NW,2019,NA,NOT SURVEYED,EAST,57.39836,-111.2194
Y-25-305-NW,2020,NA,NOT SURVEYED,EAST,57.39836,-111.2194
Y-25-305-NW,2021,NA,NOT SURVEYED,EAST,57.39836,-111.2194
Y-25-305-SE,2014,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SE,2015,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SE,2016,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SE,2017,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SE,2018,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SE,2019,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SE,2020,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SE,2021,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SE,2013,NA,NOT SURVEYED,EAST,57.39256,-111.209
Y-25-305-SW,2014,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-305-SW,2015,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-305-SW,2016,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-305-SW,2017,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-305-SW,2018,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-305-SW,2019,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-305-SW,2020,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-305-SW,2021,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-305-SW,2013,NA,NOT SURVEYED,EAST,57.39248,-111.219
Y-25-322-SW,2013,NA,NOT SURVEYED,EAST,57.43639,-111.1848
Y-25-322-SW,2014,NA,NOT SURVEYED,EAST,57.43639,-111.1848
Y-25-322-SW,2016,NA,NOT SURVEYED,EAST,57.43639,-111.1848
Y-25-322-SW,2017,NA,NOT SURVEYED,EAST,57.43639,-111.1848
Y-25-322-SW,2019,NA,NOT SURVEYED,EAST,57.43639,-111.1848
Y-25-322-SW,2020,NA,NOT SURVEYED,EAST,57.43639,-111.1848
Y-25-322-SW,2021,NA,NOT SURVEYED,EAST,57.43639,-111.1848
Y-25-323-CT,2013,NA,NOT SURVEYED,EAST,57.43919,-111.2035
Y-25-323-CT,2014,NA,NOT SURVEYED,EAST,57.43919,-111.2035
Y-25-323-CT,2016,NA,NOT SURVEYED,EAST,57.43919,-111.2035
Y-25-323-CT,2019,NA,NOT SURVEYED,EAST,57.43919,-111.2035
Y-25-323-CT,2020,NA,NOT SURVEYED,EAST,57.43919,-111.2035
Y-25-323-CT,2021,NA,NOT SURVEYED,EAST,57.43919,-111.2035
Y-25-323-NE,2013,NA,NOT SURVEYED,EAST,57.44093,-111.1978
Y-25-323-NE,2014,NA,NOT SURVEYED,EAST,57.44093,-111.1978
Y-25-323-NE,2016,NA,NOT SURVEYED,EAST,57.44093,-111.1978
Y-25-323-NE,2019,NA,NOT SURVEYED,EAST,57.44093,-111.1978
Y-25-323-NE,2020,NA,NOT SURVEYED,EAST,57.44093,-111.1978
Y-25-323-NE,2021,NA,NOT SURVEYED,EAST,57.44093,-111.1978
Y-25-323-NW,2013,NA,NOT SURVEYED,EAST,57.4409,-111.2056
Y-25-323-NW,2014,NA,NOT SURVEYED,EAST,57.4409,-111.2056
Y-25-323-NW,2015,NA,NOT SURVEYED,EAST,57.4409,-111.2056
Y-25-323-NW,2016,NA,NOT SURVEYED,EAST,57.4409,-111.2056
Y-25-323-NW,2019,NA,NOT SURVEYED,EAST,57.4409,-111.2056
Y-25-323-NW,2020,NA,NOT SURVEYED,EAST,57.4409,-111.2056
Y-25-323-NW,2021,NA,NOT SURVEYED,EAST,57.4409,-111.2056
Y-25-323-SE,2013,NA,NOT SURVEYED,EAST,57.43704,-111.1982
Y-25-323-SE,2014,NA,NOT SURVEYED,EAST,57.43704,-111.1982
Y-25-323-SE,2016,NA,NOT SURVEYED,EAST,57.43704,-111.1982
Y-25-323-SE,2019,NA,NOT SURVEYED,EAST,57.43704,-111.1982
Y-25-323-SE,2020,NA,NOT SURVEYED,EAST,57.43704,-111.1982
Y-25-323-SE,2021,NA,NOT SURVEYED,EAST,57.43704,-111.1982
Y-25-323-SW,2013,NA,NOT SURVEYED,EAST,57.43808,-111.2095
Y-25-323-SW,2014,NA,NOT SURVEYED,EAST,57.43808,-111.2095
Y-25-323-SW,2016,NA,NOT SURVEYED,EAST,57.43808,-111.2095
Y-25-323-SW,2019,NA,NOT SURVEYED,EAST,57.43808,-111.2095
Y-25-323-SW,2020,NA,NOT SURVEYED,EAST,57.43808,-111.2095
Y-25-323-SW,2021,NA,NOT SURVEYED,EAST,57.43808,-111.2095
Y-25-324-CT,2013,NA,NOT SURVEYED,EAST,57.43152,-111.1893
Y-25-324-CT,2014,NA,NOT SURVEYED,EAST,57.43152,-111.1893
Y-25-324-CT,2016,NA,NOT SURVEYED,EAST,57.43152,-111.1893
Y-25-324-CT,2019,NA,NOT SURVEYED,EAST,57.43152,-111.1893
Y-25-324-CT,2020,NA,NOT SURVEYED,EAST,57.43152,-111.1893
Y-25-324-CT,2021,NA,NOT SURVEYED,EAST,57.43152,-111.1893
Y-25-324-NE,2013,NA,NOT SURVEYED,EAST,57.43622,-111.1848
Y-25-324-NE,2014,NA,NOT SURVEYED,EAST,57.43622,-111.1848
Y-25-324-NE,2016,NA,NOT SURVEYED,EAST,57.43622,-111.1848
Y-25-324-NE,2018,NA,NOT SURVEYED,EAST,57.43622,-111.1848
Y-25-324-NE,2019,NA,NOT SURVEYED,EAST,57.43622,-111.1848
Y-25-324-NE,2020,NA,NOT SURVEYED,EAST,57.43622,-111.1848
Y-25-324-NE,2021,NA,NOT SURVEYED,EAST,57.43622,-111.1848
Y-25-324-NW,2013,NA,NOT SURVEYED,EAST,57.43359,-111.1929
Y-25-324-NW,2014,NA,NOT SURVEYED,EAST,57.43359,-111.1929
Y-25-324-NW,2016,NA,NOT SURVEYED,EAST,57.43359,-111.1929
Y-25-324-NW,2019,NA,NOT SURVEYED,EAST,57.43359,-111.1929
Y-25-324-NW,2020,NA,NOT SURVEYED,EAST,57.43359,-111.1929
Y-25-324-NW,2021,NA,NOT SURVEYED,EAST,57.43359,-111.1929
Y-25-324-SE,2013,NA,NOT SURVEYED,EAST,57.42711,-111.1869
Y-25-324-SE,2014,NA,NOT SURVEYED,EAST,57.42711,-111.1869
Y-25-324-SE,2016,NA,NOT SURVEYED,EAST,57.42711,-111.1869
Y-25-324-SE,2018,NA,NOT SURVEYED,EAST,57.42711,-111.1869
Y-25-324-SE,2019,NA,NOT SURVEYED,EAST,57.42711,-111.1869
Y-25-324-SE,2020,NA,NOT SURVEYED,EAST,57.42711,-111.1869
Y-25-324-SE,2021,NA,NOT SURVEYED,EAST,57.42711,-111.1869
Y-25-324-SW,2013,NA,NOT SURVEYED,EAST,57.42804,-111.1936
Y-25-324-SW,2014,NA,NOT SURVEYED,EAST,57.42804,-111.1936
Y-25-324-SW,2016,NA,NOT SURVEYED,EAST,57.42804,-111.1936
Y-25-324-SW,2018,NA,NOT SURVEYED,EAST,57.42804,-111.1936
Y-25-324-SW,2019,NA,NOT SURVEYED,EAST,57.42804,-111.1936
Y-25-324-SW,2020,NA,NOT SURVEYED,EAST,57.42804,-111.1936
Y-25-324-SW,2021,NA,NOT SURVEYED,EAST,57.42804,-111.1936
Y-25-341-CT,2013,NA,NOT SURVEYED,EAST,57.42408,-111.2264
Y-25-341-CT,2015,NA,NOT SURVEYED,EAST,57.42408,-111.2264
Y-25-341-CT,2016,NA,NOT SURVEYED,EAST,57.42408,-111.2264
Y-25-341-CT,2017,NA,NOT SURVEYED,EAST,57.42408,-111.2264
Y-25-341-CT,2018,NA,NOT SURVEYED,EAST,57.42408,-111.2264
Y-25-341-CT,2019,NA,NOT SURVEYED,EAST,57.42408,-111.2264
Y-25-341-CT,2020,NA,NOT SURVEYED,EAST,57.42408,-111.2264
Y-25-341-CT,2021,NA,NOT SURVEYED,EAST,57.42408,-111.2264
Y-25-341-CT2,2013,NA,NOT SURVEYED,EAST,57.42444,-111.2253
Y-25-341-CT2,2014,NA,NOT SURVEYED,EAST,57.42444,-111.2253
Y-25-341-CT2,2016,NA,NOT SURVEYED,EAST,57.42444,-111.2253
Y-25-341-CT2,2017,NA,NOT SURVEYED,EAST,57.42444,-111.2253
Y-25-341-CT2,2020,NA,NOT SURVEYED,EAST,57.42444,-111.2253
Y-25-341-CT2,2021,NA,NOT SURVEYED,EAST,57.42444,-111.2253
Y-25-341-NE,2013,NA,NOT SURVEYED,EAST,57.42678,-111.2215
Y-25-341-NE,2015,NA,NOT SURVEYED,EAST,57.42678,-111.2215
Y-25-341-NE,2016,NA,NOT SURVEYED,EAST,57.42678,-111.2215
Y-25-341-NE,2017,NA,NOT SURVEYED,EAST,57.42678,-111.2215
Y-25-341-NE,2018,NA,NOT SURVEYED,EAST,57.42678,-111.2215
Y-25-341-NE,2019,NA,NOT SURVEYED,EAST,57.42678,-111.2215
Y-25-341-NE,2020,NA,NOT SURVEYED,EAST,57.42678,-111.2215
Y-25-341-NE,2021,NA,NOT SURVEYED,EAST,57.42678,-111.2215
Y-25-341-NE2,2013,NA,NOT SURVEYED,EAST,57.42604,-111.2195
Y-25-341-NE2,2014,NA,NOT SURVEYED,EAST,57.42604,-111.2195
Y-25-341-NE2,2016,NA,NOT SURVEYED,EAST,57.42604,-111.2195
Y-25-341-NE2,2017,NA,NOT SURVEYED,EAST,57.42604,-111.2195
Y-25-341-NE2,2018,NA,NOT SURVEYED,EAST,57.42604,-111.2195
Y-25-341-NE2,2019,NA,NOT SURVEYED,EAST,57.42604,-111.2195
Y-25-341-NE2,2020,NA,NOT SURVEYED,EAST,57.42604,-111.2195
Y-25-341-NE2,2021,NA,NOT SURVEYED,EAST,57.42604,-111.2195
Y-25-341-NE3,2013,NA,NOT SURVEYED,EAST,57.42589,-111.2191
Y-25-341-NE3,2014,NA,NOT SURVEYED,EAST,57.42589,-111.2191
Y-25-341-NE3,2015,NA,NOT SURVEYED,EAST,57.42589,-111.2191
Y-25-341-NE3,2016,NA,NOT SURVEYED,EAST,57.42589,-111.2191
Y-25-341-NE3,2017,NA,NOT SURVEYED,EAST,57.42589,-111.2191
Y-25-341-NE3,2019,NA,NOT SURVEYED,EAST,57.42589,-111.2191
Y-25-341-NE3,2020,NA,NOT SURVEYED,EAST,57.42589,-111.2191
Y-25-341-NE3,2021,NA,NOT SURVEYED,EAST,57.42589,-111.2191
Y-25-341-NW,2013,NA,NOT SURVEYED,EAST,57.42637,-111.2304
Y-25-341-NW,2016,NA,NOT SURVEYED,EAST,57.42637,-111.2304
Y-25-341-NW,2017,NA,NOT SURVEYED,EAST,57.42637,-111.2304
Y-25-341-NW,2020,NA,NOT SURVEYED,EAST,57.42637,-111.2304
Y-25-341-NW,2021,NA,NOT SURVEYED,EAST,57.42637,-111.2304
Y-25-341-NW,2014,NA,NOT SURVEYED,EAST,57.42637,-111.2304
Y-25-341-SE,2013,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE,2015,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE,2016,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE,2017,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE,2018,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE,2019,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE,2020,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE,2021,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE,2014,NA,NOT SURVEYED,EAST,57.42139,-111.2214
Y-25-341-SE2,2013,NA,NOT SURVEYED,EAST,57.42187,-111.2219
Y-25-341-SE2,2014,NA,NOT SURVEYED,EAST,57.42187,-111.2219
Y-25-341-SE2,2016,NA,NOT SURVEYED,EAST,57.42187,-111.2219
Y-25-341-SE2,2017,NA,NOT SURVEYED,EAST,57.42187,-111.2219
Y-25-341-SE2,2019,NA,NOT SURVEYED,EAST,57.42187,-111.2219
Y-25-341-SE2,2020,NA,NOT SURVEYED,EAST,57.42187,-111.2219
Y-25-341-SE2,2021,NA,NOT SURVEYED,EAST,57.42187,-111.2219
Y-25-341-SW,2013,NA,NOT SURVEYED,EAST,57.4209,-111.231
Y-25-341-SW,2016,NA,NOT SURVEYED,EAST,57.4209,-111.231
Y-25-341-SW,2017,NA,NOT SURVEYED,EAST,57.4209,-111.231
Y-25-341-SW,2018,NA,NOT SURVEYED,EAST,57.4209,-111.231
Y-25-341-SW,2019,NA,NOT SURVEYED,EAST,57.4209,-111.231
Y-25-341-SW,2020,NA,NOT SURVEYED,EAST,57.4209,-111.231
Y-25-341-SW,2021,NA,NOT SURVEYED,EAST,57.4209,-111.231
Y-25-341-SW2,2013,NA,NOT SURVEYED,EAST,57.42081,-111.2295
Y-25-341-SW2,2014,NA,NOT SURVEYED,EAST,57.42081,-111.2295
Y-25-341-SW2,2015,NA,NOT SURVEYED,EAST,57.42081,-111.2295
Y-25-341-SW2,2016,NA,NOT SURVEYED,EAST,57.42081,-111.2295
Y-25-341-SW2,2017,NA,NOT SURVEYED,EAST,57.42081,-111.2295
Y-25-341-SW2,2019,NA,NOT SURVEYED,EAST,57.42081,-111.2295
Y-25-341-SW2,2020,NA,NOT SURVEYED,EAST,57.42081,-111.2295
Y-25-341-SW2,2021,NA,NOT SURVEYED,EAST,57.42081,-111.2295
Y-25-342-A,2013,NA,NOT SURVEYED,EAST,57.41356,-111.2057
Y-25-342-A,2014,NA,NOT SURVEYED,EAST,57.41356,-111.2057
Y-25-342-A,2018,NA,NOT SURVEYED,EAST,57.41356,-111.2057
Y-25-342-A,2020,NA,NOT SURVEYED,EAST,57.41356,-111.2057
Y-25-342-A,2021,NA,NOT SURVEYED,EAST,57.41356,-111.2057
Y-25-342-CT,2013,NA,NOT SURVEYED,EAST,57.40528,-111.2064
Y-25-342-CT,2015,NA,NOT SURVEYED,EAST,57.40528,-111.2064
Y-25-342-CT,2017,NA,NOT SURVEYED,EAST,57.40528,-111.2064
Y-25-342-CT,2018,NA,NOT SURVEYED,EAST,57.40528,-111.2064
Y-25-342-CT,2019,NA,NOT SURVEYED,EAST,57.40528,-111.2064
Y-25-342-CT,2020,NA,NOT SURVEYED,EAST,57.40528,-111.2064
Y-25-342-CT,2021,NA,NOT SURVEYED,EAST,57.40528,-111.2064
Y-25-342-CT,2014,NA,NOT SURVEYED,EAST,57.40528,-111.2064
Y-25-342-CT2,2013,NA,NOT SURVEYED,EAST,57.40561,-111.2074
Y-25-342-CT2,2014,NA,NOT SURVEYED,EAST,57.40561,-111.2074
Y-25-342-CT2,2016,NA,NOT SURVEYED,EAST,57.40561,-111.2074
Y-25-342-CT2,2017,NA,NOT SURVEYED,EAST,57.40561,-111.2074
Y-25-342-CT2,2018,NA,NOT SURVEYED,EAST,57.40561,-111.2074
Y-25-342-CT2,2020,NA,NOT SURVEYED,EAST,57.40561,-111.2074
Y-25-342-CT2,2021,NA,NOT SURVEYED,EAST,57.40561,-111.2074
Y-25-342-NE,2013,NA,NOT SURVEYED,EAST,57.40799,-111.2
Y-25-342-NE,2015,NA,NOT SURVEYED,EAST,57.40799,-111.2
Y-25-342-NE,2018,NA,NOT SURVEYED,EAST,57.40799,-111.2
Y-25-342-NE,2019,NA,NOT SURVEYED,EAST,57.40799,-111.2
Y-25-342-NE,2020,NA,NOT SURVEYED,EAST,57.40799,-111.2
Y-25-342-NE,2021,NA,NOT SURVEYED,EAST,57.40799,-111.2
Y-25-342-NE,2014,NA,NOT SURVEYED,EAST,57.40799,-111.2
Y-25-342-NE2,2013,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NE2,2014,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NE2,2016,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NE2,2017,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NE2,2018,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NE2,2019,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NE2,2020,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NE2,2021,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NE2,2015,NA,NOT SURVEYED,EAST,57.40812,-111.19970000000001
Y-25-342-NW,2013,NA,NOT SURVEYED,EAST,57.40763,-111.2105
Y-25-342-NW,2015,NA,NOT SURVEYED,EAST,57.40763,-111.2105
Y-25-342-NW,2016,NA,NOT SURVEYED,EAST,57.40763,-111.2105
Y-25-342-NW,2017,NA,NOT SURVEYED,EAST,57.40763,-111.2105
Y-25-342-NW,2018,NA,NOT SURVEYED,EAST,57.40763,-111.2105
Y-25-342-NW,2019,NA,NOT SURVEYED,EAST,57.40763,-111.2105
Y-25-342-NW,2020,NA,NOT SURVEYED,EAST,57.40763,-111.2105
Y-25-342-NW,2021,NA,NOT SURVEYED,EAST,57.40763,-111.2105
Y-25-342-NW2,2013,NA,NOT SURVEYED,EAST,57.40791,-111.2103
Y-25-342-NW2,2014,NA,NOT SURVEYED,EAST,57.40791,-111.2103
Y-25-342-NW2,2016,NA,NOT SURVEYED,EAST,57.40791,-111.2103
Y-25-342-NW2,2017,NA,NOT SURVEYED,EAST,57.40791,-111.2103
Y-25-342-NW2,2018,NA,NOT SURVEYED,EAST,57.40791,-111.2103
Y-25-342-NW2,2019,NA,NOT SURVEYED,EAST,57.40791,-111.2103
Y-25-342-NW2,2020,NA,NOT SURVEYED,EAST,57.40791,-111.2103
Y-25-342-NW2,2021,NA,NOT SURVEYED,EAST,57.40791,-111.2103
Y-25-342-SE,2013,NA,NOT SURVEYED,EAST,57.40223,-111.2001
Y-25-342-SE,2015,NA,NOT SURVEYED,EAST,57.40223,-111.2001
Y-25-342-SE,2016,NA,NOT SURVEYED,EAST,57.40223,-111.2001
Y-25-342-SE,2017,NA,NOT SURVEYED,EAST,57.40223,-111.2001
Y-25-342-SE,2018,NA,NOT SURVEYED,EAST,57.40223,-111.2001
Y-25-342-SE,2019,NA,NOT SURVEYED,EAST,57.40223,-111.2001
Y-25-342-SE,2020,NA,NOT SURVEYED,EAST,57.40223,-111.2001
Y-25-342-SE,2021,NA,NOT SURVEYED,EAST,57.40223,-111.2001
Y-25-342-SE2,2013,NA,NOT SURVEYED,EAST,57.40207,-111.1992
Y-25-342-SE2,2014,NA,NOT SURVEYED,EAST,57.40207,-111.1992
Y-25-342-SE2,2016,NA,NOT SURVEYED,EAST,57.40207,-111.1992
Y-25-342-SE2,2017,NA,NOT SURVEYED,EAST,57.40207,-111.1992
Y-25-342-SE2,2018,NA,NOT SURVEYED,EAST,57.40207,-111.1992
Y-25-342-SE2,2019,NA,NOT SURVEYED,EAST,57.40207,-111.1992
Y-25-342-SE2,2020,NA,NOT SURVEYED,EAST,57.40207,-111.1992
Y-25-342-SE2,2021,NA,NOT SURVEYED,EAST,57.40207,-111.1992
Y-25-343-A,2013,NA,NOT SURVEYED,EAST,57.40408,-111.1923
Y-25-343-A,2014,NA,NOT SURVEYED,EAST,57.40408,-111.1923
Y-25-343-A,2015,NA,NOT SURVEYED,EAST,57.40408,-111.1923
Y-25-343-A,2017,NA,NOT SURVEYED,EAST,57.40408,-111.1923
Y-25-343-A,2018,NA,NOT SURVEYED,EAST,57.40408,-111.1923
Y-25-343-A,2019,NA,NOT SURVEYED,EAST,57.40408,-111.1923
Y-25-343-A,2020,NA,NOT SURVEYED,EAST,57.40408,-111.1923
Y-25-343-A,2021,NA,NOT SURVEYED,EAST,57.40408,-111.1923
Y-25-343-A2,2013,NA,NOT SURVEYED,EAST,57.40672,-111.1918
Y-25-343-A2,2014,NA,NOT SURVEYED,EAST,57.40672,-111.1918
Y-25-343-A2,2015,NA,NOT SURVEYED,EAST,57.40672,-111.1918
Y-25-343-A2,2016,NA,NOT SURVEYED,EAST,57.40672,-111.1918
Y-25-343-A2,2018,NA,NOT SURVEYED,EAST,57.40672,-111.1918
Y-25-343-A2,2019,NA,NOT SURVEYED,EAST,57.40672,-111.1918
Y-25-343-A2,2020,NA,NOT SURVEYED,EAST,57.40672,-111.1918
Y-25-343-A2,2021,NA,NOT SURVEYED,EAST,57.40672,-111.1918
Y-25-343-CT,2013,NA,NOT SURVEYED,EAST,57.40093,-111.1896
Y-25-343-CT,2016,NA,NOT SURVEYED,EAST,57.40093,-111.1896
Y-25-343-CT,2017,NA,NOT SURVEYED,EAST,57.40093,-111.1896
Y-25-343-CT,2018,NA,NOT SURVEYED,EAST,57.40093,-111.1896
Y-25-343-CT,2019,NA,NOT SURVEYED,EAST,57.40093,-111.1896
Y-25-343-CT,2020,NA,NOT SURVEYED,EAST,57.40093,-111.1896
Y-25-343-CT,2021,NA,NOT SURVEYED,EAST,57.40093,-111.1896
Y-25-343-CT,2015,NA,NOT SURVEYED,EAST,57.40093,-111.1896
Y-25-343-CT2,2013,NA,NOT SURVEYED,EAST,57.40167,-111.1899
Y-25-343-CT2,2014,NA,NOT SURVEYED,EAST,57.40167,-111.1899
Y-25-343-CT2,2015,NA,NOT SURVEYED,EAST,57.40167,-111.1899
Y-25-343-CT2,2016,NA,NOT SURVEYED,EAST,57.40167,-111.1899
Y-25-343-CT2,2018,NA,NOT SURVEYED,EAST,57.40167,-111.1899
Y-25-343-CT2,2019,NA,NOT SURVEYED,EAST,57.40167,-111.1899
Y-25-343-CT2,2020,NA,NOT SURVEYED,EAST,57.40167,-111.1899
Y-25-343-CT2,2021,NA,NOT SURVEYED,EAST,57.40167,-111.1899
Y-25-343-NE,2013,NA,NOT SURVEYED,EAST,57.40046,-111.1877
Y-25-343-NE,2015,NA,NOT SURVEYED,EAST,57.40046,-111.1877
Y-25-343-NE,2017,NA,NOT SURVEYED,EAST,57.40046,-111.1877
Y-25-343-NE,2018,NA,NOT SURVEYED,EAST,57.40046,-111.1877
Y-25-343-NE,2019,NA,NOT SURVEYED,EAST,57.40046,-111.1877
Y-25-343-NE,2020,NA,NOT SURVEYED,EAST,57.40046,-111.1877
Y-25-343-NE,2021,NA,NOT SURVEYED,EAST,57.40046,-111.1877
Y-25-343-NE2,2013,NA,NOT SURVEYED,EAST,57.40008,-111.1883
Y-25-343-NE2,2014,NA,NOT SURVEYED,EAST,57.40008,-111.1883
Y-25-343-NE2,2016,NA,NOT SURVEYED,EAST,57.40008,-111.1883
