location,year,datetime,occupied,region,latitude,longitude
AM-401-SE2,2013,NA,NOT SURVEYED,UNMINEABLE,54.65689,-110.7042
AM-401-SE2,2014,NA,NOT SURVEYED,UNMINEABLE,54.65689,-110.7042
AM-401-SE2,2015,NA,NOT SURVEYED,UNMINEABLE,54.65689,-110.7042
AM-401-SE2,2016,NA,NOT SURVEYED,UNMINEABLE,54.65689,-110.7042
AM-401-SE2,2018,NA,NOT SURVEYED,UNMINEABLE,54.65689,-110.7042
AM-401-SE2,2019,NA,NOT SURVEYED,UNMINEABLE,54.65689,-110.7042
AM-401-SE2,2020,NA,NOT SURVEYED,UNMINEABLE,54.65689,-110.7042
AM-401-SE2,2021,NA,NOT SURVEYED,UNMINEABLE,54.65689,-110.7042
AM-401-SW,2013,NA,NOT SURVEYED,UNMINEABLE,54.65692,-110.713
AM-401-SW,2016,NA,NOT SURVEYED,UNMINEABLE,54.65692,-110.713
AM-401-SW,2018,NA,NOT SURVEYED,UNMINEABLE,54.65692,-110.713
AM-401-SW,2019,NA,NOT SURVEYED,UNMINEABLE,54.65692,-110.713
AM-401-SW,2020,NA,NOT SURVEYED,UNMINEABLE,54.65692,-110.713
AM-401-SW,2021,NA,NOT SURVEYED,UNMINEABLE,54.65692,-110.713
AM-402-CT,2013,NA,NOT SURVEYED,UNMINEABLE,54.67252,-110.7801
AM-402-CT,2015,NA,NOT SURVEYED,UNMINEABLE,54.67252,-110.7801
AM-402-CT,2016,NA,NOT SURVEYED,UNMINEABLE,54.67252,-110.7801
AM-402-CT,2017,NA,NOT SURVEYED,UNMINEABLE,54.67252,-110.7801
AM-402-CT,2018,NA,NOT SURVEYED,UNMINEABLE,54.67252,-110.7801
AM-402-CT,2019,NA,NOT SURVEYED,UNMINEABLE,54.67252,-110.7801
AM-402-CT,2020,NA,NOT SURVEYED,UNMINEABLE,54.67252,-110.7801
AM-402-CT,2021,NA,NOT SURVEYED,UNMINEABLE,54.67252,-110.7801
AM-402-NE,2013,NA,NOT SURVEYED,UNMINEABLE,54.67532,-110.7754
AM-402-NE,2015,NA,NOT SURVEYED,UNMINEABLE,54.67532,-110.7754
AM-402-NE,2016,NA,NOT SURVEYED,UNMINEABLE,54.67532,-110.7754
AM-402-NE,2017,NA,NOT SURVEYED,UNMINEABLE,54.67532,-110.7754
AM-402-NE,2018,NA,NOT SURVEYED,UNMINEABLE,54.67532,-110.7754
AM-402-NE,2019,NA,NOT SURVEYED,UNMINEABLE,54.67532,-110.7754
AM-402-NE,2020,NA,NOT SURVEYED,UNMINEABLE,54.67532,-110.7754
AM-402-NE,2021,NA,NOT SURVEYED,UNMINEABLE,54.67532,-110.7754
AM-402-NW,2013,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-NW,2015,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-NW,2016,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-NW,2017,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-NW,2018,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-NW,2019,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-NW,2020,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-NW,2021,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-NW,2014,NA,NOT SURVEYED,UNMINEABLE,54.67583,-110.7844
AM-402-SE,2013,NA,NOT SURVEYED,UNMINEABLE,54.66982,-110.7755
AM-402-SE,2015,NA,NOT SURVEYED,UNMINEABLE,54.66982,-110.7755
AM-402-SE,2016,NA,NOT SURVEYED,UNMINEABLE,54.66982,-110.7755
AM-402-SE,2017,NA,NOT SURVEYED,UNMINEABLE,54.66982,-110.7755
AM-402-SE,2018,NA,NOT SURVEYED,UNMINEABLE,54.66982,-110.7755
AM-402-SE,2019,NA,NOT SURVEYED,UNMINEABLE,54.66982,-110.7755
AM-402-SE,2020,NA,NOT SURVEYED,UNMINEABLE,54.66982,-110.7755
AM-402-SE,2021,NA,NOT SURVEYED,UNMINEABLE,54.66982,-110.7755
AM-402-SW,2013,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-402-SW,2015,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-402-SW,2016,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-402-SW,2017,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-402-SW,2018,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-402-SW,2019,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-402-SW,2020,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-402-SW,2021,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-402-SW,2014,NA,NOT SURVEYED,UNMINEABLE,54.66983,-110.7848
AM-403-CT,2013,NA,NOT SURVEYED,UNMINEABLE,54.61099,-110.6886
AM-403-CT,2016,NA,NOT SURVEYED,UNMINEABLE,54.61099,-110.6886
AM-403-CT,2018,NA,NOT SURVEYED,UNMINEABLE,54.61099,-110.6886
AM-403-CT,2019,NA,NOT SURVEYED,UNMINEABLE,54.61099,-110.6886
AM-403-CT,2020,NA,NOT SURVEYED,UNMINEABLE,54.61099,-110.6886
AM-403-CT,2021,NA,NOT SURVEYED,UNMINEABLE,54.61099,-110.6886
AM-403-NE,2013,NA,NOT SURVEYED,UNMINEABLE,54.61365,-110.6799
AM-403-NE,2016,NA,NOT SURVEYED,UNMINEABLE,54.61365,-110.6799
AM-403-NE,2018,NA,NOT SURVEYED,UNMINEABLE,54.61365,-110.6799
AM-403-NE,2019,NA,NOT SURVEYED,UNMINEABLE,54.61365,-110.6799
AM-403-NE,2020,NA,NOT SURVEYED,UNMINEABLE,54.61365,-110.6799
AM-403-NE,2021,NA,NOT SURVEYED,UNMINEABLE,54.61365,-110.6799
AM-403-NW,2013,NA,NOT SURVEYED,UNMINEABLE,54.61408,-110.685
AM-403-NW,2016,NA,NOT SURVEYED,UNMINEABLE,54.61408,-110.685
AM-403-NW,2018,NA,NOT SURVEYED,UNMINEABLE,54.61408,-110.685
AM-403-NW,2019,NA,NOT SURVEYED,UNMINEABLE,54.61408,-110.685
AM-403-NW,2020,NA,NOT SURVEYED,UNMINEABLE,54.61408,-110.685
AM-403-NW,2021,NA,NOT SURVEYED,UNMINEABLE,54.61408,-110.685
AM-403-SE,2013,NA,NOT SURVEYED,UNMINEABLE,54.60829,-110.68
AM-403-SE,2016,NA,NOT SURVEYED,UNMINEABLE,54.60829,-110.68
AM-403-SE,2017,NA,NOT SURVEYED,UNMINEABLE,54.60829,-110.68
AM-403-SE,2018,NA,NOT SURVEYED,UNMINEABLE,54.60829,-110.68
AM-403-SE,2019,NA,NOT SURVEYED,UNMINEABLE,54.60829,-110.68
AM-403-SE,2020,NA,NOT SURVEYED,UNMINEABLE,54.60829,-110.68
AM-403-SE,2021,NA,NOT SURVEYED,UNMINEABLE,54.60829,-110.68
AM-403-SE,2015,NA,NOT SURVEYED,UNMINEABLE,54.60829,-110.68
AM-403-SE2,2013,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SE2,2014,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SE2,2015,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SE2,2016,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SE2,2018,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SE2,2019,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SE2,2020,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SE2,2021,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SE2,2017,NA,NOT SURVEYED,UNMINEABLE,54.60777,-110.6813
AM-403-SW,2013,NA,NOT SURVEYED,UNMINEABLE,54.60825,-110.6892
AM-403-SW,2016,NA,NOT SURVEYED,UNMINEABLE,54.60825,-110.6892
AM-403-SW,2018,NA,NOT SURVEYED,UNMINEABLE,54.60825,-110.6892
AM-403-SW,2019,NA,NOT SURVEYED,UNMINEABLE,54.60825,-110.6892
AM-403-SW,2020,NA,NOT SURVEYED,UNMINEABLE,54.60825,-110.6892
AM-403-SW,2021,NA,NOT SURVEYED,UNMINEABLE,54.60825,-110.6892
AM-403-SW,2015,NA,NOT SURVEYED,UNMINEABLE,54.60825,-110.6892
AM-404-CT,2013,NA,NOT SURVEYED,UNMINEABLE,56.21001,-111.7074
AM-404-CT,2015,NA,NOT SURVEYED,UNMINEABLE,56.21001,-111.7074
AM-404-CT,2016,NA,NOT SURVEYED,UNMINEABLE,56.21001,-111.7074
AM-404-CT,2017,NA,NOT SURVEYED,UNMINEABLE,56.21001,-111.7074
AM-404-CT,2018,NA,NOT SURVEYED,UNMINEABLE,56.21001,-111.7074
AM-404-CT,2019,NA,NOT SURVEYED,UNMINEABLE,56.21001,-111.7074
AM-404-CT,2020,NA,NOT SURVEYED,UNMINEABLE,56.21001,-111.7074
AM-404-CT,2021,NA,NOT SURVEYED,UNMINEABLE,56.21001,-111.7074
AM-404-NE,2013,NA,NOT SURVEYED,UNMINEABLE,56.21037,-111.7006
AM-404-NE,2015,NA,NOT SURVEYED,UNMINEABLE,56.21037,-111.7006
AM-404-NE,2016,NA,NOT SURVEYED,UNMINEABLE,56.21037,-111.7006
AM-404-NE,2017,NA,NOT SURVEYED,UNMINEABLE,56.21037,-111.7006
AM-404-NE,2018,NA,NOT SURVEYED,UNMINEABLE,56.21037,-111.7006
AM-404-NE,2019,NA,NOT SURVEYED,UNMINEABLE,56.21037,-111.7006
AM-404-NE,2020,NA,NOT SURVEYED,UNMINEABLE,56.21037,-111.7006
AM-404-NE,2021,NA,NOT SURVEYED,UNMINEABLE,56.21037,-111.7006
AM-404-NW,2013,NA,NOT SURVEYED,UNMINEABLE,56.2135,-111.7073
AM-404-NW,2015,NA,NOT SURVEYED,UNMINEABLE,56.2135,-111.7073
AM-404-NW,2016,NA,NOT SURVEYED,UNMINEABLE,56.2135,-111.7073
AM-404-NW,2017,NA,NOT SURVEYED,UNMINEABLE,56.2135,-111.7073
AM-404-NW,2018,NA,NOT SURVEYED,UNMINEABLE,56.2135,-111.7073
AM-404-NW,2019,NA,NOT SURVEYED,UNMINEABLE,56.2135,-111.7073
AM-404-NW,2020,NA,NOT SURVEYED,UNMINEABLE,56.2135,-111.7073
AM-404-NW,2021,NA,NOT SURVEYED,UNMINEABLE,56.2135,-111.7073
AM-404-SE,2013,NA,NOT SURVEYED,UNMINEABLE,56.20621,-111.7067
AM-404-SE,2015,NA,NOT SURVEYED,UNMINEABLE,56.20621,-111.7067
AM-404-SE,2016,NA,NOT SURVEYED,UNMINEABLE,56.20621,-111.7067
AM-404-SE,2017,NA,NOT SURVEYED,UNMINEABLE,56.20621,-111.7067
AM-404-SE,2018,NA,NOT SURVEYED,UNMINEABLE,56.20621,-111.7067
AM-404-SE,2019,NA,NOT SURVEYED,UNMINEABLE,56.20621,-111.7067
AM-404-SE,2020,NA,NOT SURVEYED,UNMINEABLE,56.20621,-111.7067
AM-404-SE,2021,NA,NOT SURVEYED,UNMINEABLE,56.20621,-111.7067
AM-404-SW,2013,NA,NOT SURVEYED,UNMINEABLE,56.20971,-111.7126
AM-404-SW,2015,NA,NOT SURVEYED,UNMINEABLE,56.20971,-111.7126
AM-404-SW,2016,NA,NOT SURVEYED,UNMINEABLE,56.20971,-111.7126
AM-404-SW,2017,NA,NOT SURVEYED,UNMINEABLE,56.20971,-111.7126
AM-404-SW,2018,NA,NOT SURVEYED,UNMINEABLE,56.20971,-111.7126
AM-404-SW,2019,NA,NOT SURVEYED,UNMINEABLE,56.20971,-111.7126
AM-404-SW,2020,NA,NOT SURVEYED,UNMINEABLE,56.20971,-111.7126
AM-404-SW,2021,NA,NOT SURVEYED,UNMINEABLE,56.20971,-111.7126
AM-405-CT,2013,NA,NOT SURVEYED,UNMINEABLE,56.23497,-111.6551
AM-405-CT,2015,NA,NOT SURVEYED,UNMINEABLE,56.23497,-111.6551
AM-405-CT,2016,NA,NOT SURVEYED,UNMINEABLE,56.23497,-111.6551
AM-405-CT,2017,NA,NOT SURVEYED,UNMINEABLE,56.23497,-111.6551
AM-405-CT,2018,NA,NOT SURVEYED,UNMINEABLE,56.23497,-111.6551
AM-405-CT,2019,NA,NOT SURVEYED,UNMINEABLE,56.23497,-111.6551
AM-405-CT,2020,NA,NOT SURVEYED,UNMINEABLE,56.23497,-111.6551
AM-405-CT,2021,NA,NOT SURVEYED,UNMINEABLE,56.23497,-111.6551
AM-405-NE,2013,NA,NOT SURVEYED,UNMINEABLE,56.23532,-111.6483
AM-405-NE,2015,NA,NOT SURVEYED,UNMINEABLE,56.23532,-111.6483
AM-405-NE,2016,NA,NOT SURVEYED,UNMINEABLE,56.23532,-111.6483
AM-405-NE,2017,NA,NOT SURVEYED,UNMINEABLE,56.23532,-111.6483
AM-405-NE,2018,NA,NOT SURVEYED,UNMINEABLE,56.23532,-111.6483
AM-405-NE,2019,NA,NOT SURVEYED,UNMINEABLE,56.23532,-111.6483
AM-405-NE,2020,NA,NOT SURVEYED,UNMINEABLE,56.23532,-111.6483
AM-405-NE,2021,NA,NOT SURVEYED,UNMINEABLE,56.23532,-111.6483
AM-405-NW,2013,NA,NOT SURVEYED,UNMINEABLE,56.23899,-111.6547
AM-405-NW,2015,NA,NOT SURVEYED,UNMINEABLE,56.23899,-111.6547
AM-405-NW,2016,NA,NOT SURVEYED,UNMINEABLE,56.23899,-111.6547
AM-405-NW,2017,NA,NOT SURVEYED,UNMINEABLE,56.23899,-111.6547
AM-405-NW,2018,NA,NOT SURVEYED,UNMINEABLE,56.23899,-111.6547
AM-405-NW,2019,NA,NOT SURVEYED,UNMINEABLE,56.23899,-111.6547
AM-405-NW,2020,NA,NOT SURVEYED,UNMINEABLE,56.23899,-111.6547
AM-405-NW,2021,NA,NOT SURVEYED,UNMINEABLE,56.23899,-111.6547
AM-405-SE,2013,NA,NOT SURVEYED,UNMINEABLE,56.23117,-111.6545
AM-405-SE,2015,NA,NOT SURVEYED,UNMINEABLE,56.23117,-111.6545
AM-405-SE,2016,NA,NOT SURVEYED,UNMINEABLE,56.23117,-111.6545
AM-405-SE,2017,NA,NOT SURVEYED,UNMINEABLE,56.23117,-111.6545
AM-405-SE,2018,NA,NOT SURVEYED,UNMINEABLE,56.23117,-111.6545
AM-405-SE,2019,NA,NOT SURVEYED,UNMINEABLE,56.23117,-111.6545
AM-405-SE,2020,NA,NOT SURVEYED,UNMINEABLE,56.23117,-111.6545
AM-405-SE,2021,NA,NOT SURVEYED,UNMINEABLE,56.23117,-111.6545
AM-405-SW,2013,NA,NOT SURVEYED,UNMINEABLE,56.23462,-111.662
AM-405-SW,2015,NA,NOT SURVEYED,UNMINEABLE,56.23462,-111.662
AM-405-SW,2016,NA,NOT SURVEYED,UNMINEABLE,56.23462,-111.662
AM-405-SW,2017,NA,NOT SURVEYED,UNMINEABLE,56.23462,-111.662
AM-405-SW,2018,NA,NOT SURVEYED,UNMINEABLE,56.23462,-111.662
AM-405-SW,2019,NA,NOT SURVEYED,UNMINEABLE,56.23462,-111.662
AM-405-SW,2020,NA,NOT SURVEYED,UNMINEABLE,56.23462,-111.662
AM-405-SW,2021,NA,NOT SURVEYED,UNMINEABLE,56.23462,-111.662
AM-407-CT,2013,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-CT,2015,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-CT,2016,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-CT,2017,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-CT,2018,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-CT,2019,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-CT,2020,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-CT,2021,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-CT,2014,NA,NOT SURVEYED,UNMINEABLE,55.35721,-111.1007
AM-407-NE,2013,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.0961
AM-407-NE,2015,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.0961
AM-407-NE,2016,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.0961
AM-407-NE,2017,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.0961
AM-407-NE,2018,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.0961
AM-407-NE,2019,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.0961
AM-407-NE,2020,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.0961
AM-407-NE,2021,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.0961
AM-407-NW,2013,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.1054
AM-407-NW,2015,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.1054
AM-407-NW,2016,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.1054
AM-407-NW,2017,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.1054
AM-407-NW,2018,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.1054
AM-407-NW,2019,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.1054
AM-407-NW,2020,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.1054
AM-407-NW,2021,NA,NOT SURVEYED,UNMINEABLE,55.35996,-111.1054
AM-407-SE,2013,NA,NOT SURVEYED,UNMINEABLE,55.35453,-111.096
AM-407-SE,2015,NA,NOT SURVEYED,UNMINEABLE,55.35453,-111.096
AM-407-SE,2016,NA,NOT SURVEYED,UNMINEABLE,55.35453,-111.096
AM-407-SE,2017,NA,NOT SURVEYED,UNMINEABLE,55.35453,-111.096
AM-407-SE,2018,NA,NOT SURVEYED,UNMINEABLE,55.35453,-111.096
AM-407-SE,2019,NA,NOT SURVEYED,UNMINEABLE,55.35453,-111.096
AM-407-SE,2020,NA,NOT SURVEYED,UNMINEABLE,55.35453,-111.096
AM-407-SE,2021,NA,NOT SURVEYED,UNMINEABLE,55.35453,-111.096
AM-407-SW,2013,NA,NOT SURVEYED,UNMINEABLE,55.35455,-111.1053
AM-407-SW,2015,NA,NOT SURVEYED,UNMINEABLE,55.35455,-111.1053
AM-407-SW,2016,NA,NOT SURVEYED,UNMINEABLE,55.35455,-111.1053
AM-407-SW,2017,NA,NOT SURVEYED,UNMINEABLE,55.35455,-111.1053
AM-407-SW,2018,NA,NOT SURVEYED,UNMINEABLE,55.35455,-111.1053
AM-407-SW,2019,NA,NOT SURVEYED,UNMINEABLE,55.35455,-111.1053
AM-407-SW,2020,NA,NOT SURVEYED,UNMINEABLE,55.35455,-111.1053
AM-407-SW,2021,NA,NOT SURVEYED,UNMINEABLE,55.35455,-111.1053
AM-408-CT,2013,NA,NOT SURVEYED,UNMINEABLE,55.36759,-110.5732
AM-408-CT,2015,NA,NOT SURVEYED,UNMINEABLE,55.36759,-110.5732
AM-408-CT,2016,NA,NOT SURVEYED,UNMINEABLE,55.36759,-110.5732
AM-408-CT,2017,NA,NOT SURVEYED,UNMINEABLE,55.36759,-110.5732
AM-408-CT,2018,NA,NOT SURVEYED,UNMINEABLE,55.36759,-110.5732
AM-408-CT,2019,NA,NOT SURVEYED,UNMINEABLE,55.36759,-110.5732
AM-408-CT,2020,NA,NOT SURVEYED,UNMINEABLE,55.36759,-110.5732
AM-408-CT,2021,NA,NOT SURVEYED,UNMINEABLE,55.36759,-110.5732
AM-408-NE,2013,NA,NOT SURVEYED,UNMINEABLE,55.37033,-110.5683
AM-408-NE,2015,NA,NOT SURVEYED,UNMINEABLE,55.37033,-110.5683
AM-408-NE,2016,NA,NOT SURVEYED,UNMINEABLE,55.37033,-110.5683
AM-408-NE,2017,NA,NOT SURVEYED,UNMINEABLE,55.37033,-110.5683
AM-408-NE,2018,NA,NOT SURVEYED,UNMINEABLE,55.37033,-110.5683
AM-408-NE,2019,NA,NOT SURVEYED,UNMINEABLE,55.37033,-110.5683
AM-408-NE,2020,NA,NOT SURVEYED,UNMINEABLE,55.37033,-110.5683
AM-408-NE,2021,NA,NOT SURVEYED,UNMINEABLE,55.37033,-110.5683
AM-408-NW,2013,NA,NOT SURVEYED,UNMINEABLE,55.37032,-110.5778
AM-408-NW,2015,NA,NOT SURVEYED,UNMINEABLE,55.37032,-110.5778
AM-408-NW,2016,NA,NOT SURVEYED,UNMINEABLE,55.37032,-110.5778
AM-408-NW,2017,NA,NOT SURVEYED,UNMINEABLE,55.37032,-110.5778
AM-408-NW,2018,NA,NOT SURVEYED,UNMINEABLE,55.37032,-110.5778
AM-408-NW,2019,NA,NOT SURVEYED,UNMINEABLE,55.37032,-110.5778
AM-408-NW,2020,NA,NOT SURVEYED,UNMINEABLE,55.37032,-110.5778
AM-408-NW,2021,NA,NOT SURVEYED,UNMINEABLE,55.37032,-110.5778
AM-408-SE,2013,NA,NOT SURVEYED,UNMINEABLE,55.36491,-110.5685
AM-408-SE,2015,NA,NOT SURVEYED,UNMINEABLE,55.36491,-110.5685
AM-408-SE,2016,NA,NOT SURVEYED,UNMINEABLE,55.36491,-110.5685
AM-408-SE,2017,NA,NOT SURVEYED,UNMINEABLE,55.36491,-110.5685
AM-408-SE,2018,NA,NOT SURVEYED,UNMINEABLE,55.36491,-110.5685
AM-408-SE,2019,NA,NOT SURVEYED,UNMINEABLE,55.36491,-110.5685
AM-408-SE,2020,NA,NOT SURVEYED,UNMINEABLE,55.36491,-110.5685
AM-408-SE,2021,NA,NOT SURVEYED,UNMINEABLE,55.36491,-110.5685
AM-408-SW,2013,NA,NOT SURVEYED,UNMINEABLE,55.36492,-110.5779
AM-408-SW,2015,NA,NOT SURVEYED,UNMINEABLE,55.36492,-110.5779
AM-408-SW,2016,NA,NOT SURVEYED,UNMINEABLE,55.36492,-110.5779
AM-408-SW,2017,NA,NOT SURVEYED,UNMINEABLE,55.36492,-110.5779
AM-408-SW,2018,NA,NOT SURVEYED,UNMINEABLE,55.36492,-110.5779
AM-408-SW,2019,NA,NOT SURVEYED,UNMINEABLE,55.36492,-110.5779
AM-408-SW,2020,NA,NOT SURVEYED,UNMINEABLE,55.36492,-110.5779
AM-408-SW,2021,NA,NOT SURVEYED,UNMINEABLE,55.36492,-110.5779
AM-410-CT,2013,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-CT,2014,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-CT,2016,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-CT,2017,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-CT,2018,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-CT,2019,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-CT,2020,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-CT,2021,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-CT,2015,NA,NOT SURVEYED,UNMINEABLE,56.18786,-110.7417
AM-410-NE,2013,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NE,2014,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NE,2016,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NE,2017,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NE,2018,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NE,2019,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NE,2020,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NE,2021,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NE,2015,NA,NOT SURVEYED,UNMINEABLE,56.1905,-110.7368
AM-410-NW,2013,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-NW,2014,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-NW,2016,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-NW,2017,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-NW,2018,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-NW,2019,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-NW,2020,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-NW,2021,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-NW,2015,NA,NOT SURVEYED,UNMINEABLE,56.19054,-110.7465
AM-410-SE,2013,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SE,2014,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SE,2016,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SE,2017,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SE,2018,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SE,2019,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SE,2020,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SE,2021,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SE,2015,NA,NOT SURVEYED,UNMINEABLE,56.1851,-110.7377
AM-410-SW,2013,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-410-SW,2014,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-410-SW,2016,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-410-SW,2017,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-410-SW,2018,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-410-SW,2019,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-410-SW,2020,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-410-SW,2021,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-410-SW,2015,NA,NOT SURVEYED,UNMINEABLE,56.18517,-110.7465
AM-412-CT,2013,NA,NOT SURVEYED,WEST,57.49645,-111.3596
AM-412-CT,2014,NA,NOT SURVEYED,WEST,57.49645,-111.3596
AM-412-CT,2016,NA,NOT SURVEYED,WEST,57.49645,-111.3596
AM-412-CT,2017,NA,NOT SURVEYED,WEST,57.49645,-111.3596
AM-412-CT,2020,NA,NOT SURVEYED,WEST,57.49645,-111.3596
AM-412-CT,2021,NA,NOT SURVEYED,WEST,57.49645,-111.3596
AM-412-CT,2018,NA,NOT SURVEYED,WEST,57.49645,-111.3596
AM-412-NE,2013,NA,NOT SURVEYED,WEST,57.50037,-111.3598
AM-412-NE,2014,NA,NOT SURVEYED,WEST,57.50037,-111.3598
AM-412-NE,2016,NA,NOT SURVEYED,WEST,57.50037,-111.3598
AM-412-NE,2017,NA,NOT SURVEYED,WEST,57.50037,-111.3598
AM-412-NE,2018,NA,NOT SURVEYED,WEST,57.50037,-111.3598
AM-412-NE,2019,NA,NOT SURVEYED,WEST,57.50037,-111.3598
AM-412-NE,2020,NA,NOT SURVEYED,WEST,57.50037,-111.3598
AM-412-NE,2021,NA,NOT SURVEYED,WEST,57.50037,-111.3598
